plateifu,log(N/Ha),log(O/Hb),avg_emline_sew_peak_ha_6564
8718-1902,-0.604933555,0.107624311,33.66259766
8718-3701,0.341002218,0.306520007,2.784006894
8718-3702,0.15972484,0.359632749,2.884443998
8718-3703,-0.652825946,0.006975018,51.40012455
8718-3704,0.004605306,-0.088952469,0.691911042
8718-6101,0.232322193,0.790828138,2.792733014
8718-6102,-0.155442581,-0.242741001,17.994524
8718-6103,-0.06540925,0.068422965,0.996540487
8718-6104,-0.480878229,-0.283886668,34.70934296
8718-9101,-0.369787955,-0.674966057,19.95332527
8718-9102,-0.693278925,-0.229316402,0.901707634
8719-12701,-0.334191219,0.010987752,4.370555282
8719-12702,-0.562958996,-0.009019225,108.9714088
8719-12703,0.21089326,0.451426674,1.691594511
8719-12704,-0.862047715,0.038064122,2.762964457
8719-12705,-0.868695991,0.266871752,9.638614893
8719-1901,-0.351750595,-0.082740401,0.408309102
8719-1902,-0.434480359,0.507883516,3.080875695
8719-3702,-0.562024393,-0.098152743,8.102155685
8719-3703,-0.498453857,-0.326247882,14.00949073
8719-3704,0.230855413,-0.108328277,0.364594184
8719-6101,-0.420028031,-0.349109806,9.460174322
8719-6102,-0.523175128,-0.112632156,3.343141258
8719-6103,0.022369432,0.319993308,15.42958975
8719-6104,-0.548227996,-0.304157096,13.00808334
8719-9101,-1.045006516,0.380433514,16.44064856
8719-9102,-0.259197636,-0.097319203,7.743579149
8720-12701,-0.012767721,0.12368263,3.706379294
8720-12702,0.073202551,0.223227528,1.148657262
8720-12703,-0.200213293,0.032976296,1.45640406
8720-12704,-0.7308686,0.042888196,11.44897795
8720-12705,0.149312219,-0.111995282,0.164986789
8720-1901,-0.261651188,0.991155028,9.747601748
8720-1902,-0.468071101,-0.238385278,92.5209198
8720-3701,-0.202230758,0.027861206,9.415052891
8720-3702,0.202874049,0.078552726,1.340727061
8720-3703,0.124023224,0.264859429,4.565027833
8720-3704,0.09079727,0.318854244,0.624197878
8720-6101,0.118023863,0.576570908,1.023911878
8720-6102,-0.53110611,-0.300670469,5.749750614
8720-6103,-0.723165533,0.147854432,12.33035517
8720-6104,-0.954687972,0.185014681,7.430092573
8720-9101,0.134755375,0.337518151,0.272171222
8720-9102,-0.064355721,0.237187541,1.528858423
8721-12701,0.237220309,-0.195570433,1.492987196
8721-12702,-0.477740154,-0.395605938,9.646823645
8721-12703,0.254116951,0.004930131,6.768673539
8721-12704,0.015908811,0.205195041,0.8587569
8721-12705,-0.513798331,-0.617633794,3.659992516
8721-1901,0.061167774,-0.020102311,2.079641014
8721-1902,-0.885186049,-0.082890105,0.330523804
8721-3701,-0.347460639,-0.409234442,11.07653832
8721-3702,-0.63112385,-0.099390408,5.753857255
8721-3703,0.019297078,0.531406526,2.639482439
8721-3704,-0.258854755,0.881937205,0.783144191
8721-6101,-0.531810712,-0.117640174,40.04556751
8721-6102,-0.342586957,-0.235327233,19.26899099
8721-6103,0.197582831,0.24029471,6.902190447
8721-6104,0.2734687,0.427666826,2.014832318
8721-9101,-0.420865557,-0.471722361,2.894652635
8721-9102,-0.481862616,-0.040411164,1.126534358
8722-12701,0.350145781,0.259281213,2.027868599
8722-12702,0.126958142,0.28483607,3.163262904
8722-12703,-0.426221799,-0.539425135,11.44454503
8722-12704,-0.429546089,-0.475577386,5.762941122
8722-12705,-0.433196497,-0.559908871,19.73267746
8722-1901,0.053165474,-0.008383327,10.13055992
8722-1902,-0.521150539,-0.34830019,6.386237502
8722-3701,-1.046970838,0.434661314,114.389534
8722-3702,0.22754456,0.327193129,2.150584996
8722-3703,-0.616176191,-0.057807755,8.892622471
8722-3704,0.063211767,-0.075130071,0.954067931
8722-6101,0.027233012,0.067046395,1.100624785
8722-6102,-0.11741514,-0.665438756,0.739556059
8722-6103,0.000641373,0.16606844,2.018896312
8722-6104,-0.07607792,0.161241113,0.681450121
8722-9101,0.263027921,0.116299427,0.854701251
8722-9102,0.119100706,0.717115166,4.531904101
8723-12701,-0.315464366,-0.287698653,13.89279413
8723-12702,-0.096784922,0.283661179,2.548954487
8723-12703,-0.341274323,-0.208103253,13.92996764
8723-12704,0.168493116,0.605997412,12.49570894
8723-12705,0.213619289,0.391017689,12.38856649
8723-1901,-0.21159139,-0.069232539,8.39460659
8723-1902,-0.28388046,-0.27700143,35.29853535
8723-3701,-0.021156149,0.135809134,1.377287507
8723-3702,-0.246266995,0.205069687,78.02079201
8723-3703,-0.268298553,-0.157336673,12.75755262
8723-3704,0.023004119,0.176201221,2.756613135
8723-6101,-0.495507502,-0.592500603,24.71380997
8723-6102,-0.046456935,0.004989528,3.373984039
8723-6103,-0.166995014,0.134470619,2.923915684
8723-6104,0.029143805,0.661320793,41.48076057
8723-9101,0.037517231,0.286758602,0.749217302
8723-9102,0.129346216,0.070530124,6.070613861
8724-12701,-0.286535057,-0.510661071,8.949370146
8724-12702,-0.313558124,-0.498295643,1.536272079
8724-12703,0.280225355,-0.750750239,3.641984046
8724-12704,-0.58142894,-0.292826136,3.929548502
8724-12705,-0.387613447,-0.099166798,6.535274625
8724-1902,-0.433404705,-0.611051294,20.17588329
8724-3701,0.227727194,0.191300291,0.586397514
8724-3702,0.037768803,0.255658487,3.210339129
8724-3703,-0.489916371,0.522063071,0.19453413
8724-3704,-0.478728593,-0.656269701,8.170473814
8724-6101,0.478400572,0.65839856,1.02260153
8724-6102,-0.232061568,0.319190862,0.601841643
8724-6103,-0.53996632,-0.074132459,13.32800174
8724-6104,0.109396917,0.427913806,1.048647553
8724-9101,-0.5321895,-0.245555451,15.96096802
8724-9102,-0.537564567,-0.309988218,12.75779009
8725-12701,-0.201883347,-0.018399091,4.198109984
8725-12702,-0.38802999,-0.355237345,4.801002383
8725-12703,0.146679585,0.266469103,0.902874619
8725-12704,0.058430099,-0.279630722,0.515606374
8725-12705,-0.168150079,0.07093176,2.396721005
8725-1901,0.005882215,0.097760904,1.851914555
8725-1902,0.192965093,0.269542721,3.232841909
8725-3701,-0.715188928,0.164453399,48.22017574
8725-3702,0.372419144,0.029770935,0.528045312
8725-3703,-0.303582265,-0.584247144,25.99080801
8725-3704,0.102742081,0.32786687,1.627386898
8725-6101,-0.253962422,0.113197291,0.775162488
8725-6102,-0.297097525,-0.615227446,50.18452454
8725-6103,-0.081672692,-0.039025847,1.534629613
8725-6104,-0.105470716,0.737613113,0.33320953
8725-9101,-1.272408259,0.512579119,145.5693092
8725-9102,-0.169857474,0.689474187,22.26108313
8936-12701,-0.015947991,-0.04385357,2.6808272
8936-12702,0.170434911,0.195826307,1.573457927
8936-12703,-0.937444656,0.010215234,6.870815009
8936-12704,-0.974973221,0.387193739,38.65372181
8936-3701,0.220112674,-0.072847066,0.812959015
8936-3702,0.106407772,0.499328302,1.928376436
8936-3703,-0.461879527,-0.180659187,2.995194942
8936-3704,-0.18627477,0.495571298,1.001379177
8936-6101,-0.002598603,-0.215735474,4.51641953
8936-6102,0.099029325,0.55542887,1.598307401
8936-6103,-0.153685895,0.093916882,0.463864051
8936-6104,-1.063493373,0.485737498,108.099556
8936-9101,0.046708523,-0.059120883,1.714074999
8936-9102,0.1684077,0.362973716,2.726481497
8937-12701,-0.348539343,-0.143141975,6.542974234
8938-12701,-0.269843138,-0.282608792,5.996392369
8938-12702,0.20032985,0.243356225,13.61835146
8938-12703,-0.112372443,0.35098263,2.069133341
8938-12704,-0.234689672,-0.044312368,5.642682076
8938-12705,-0.547508693,-0.130500191,52.55915642
8938-1901,0.183056092,-0.048420887,1.755840818
8938-3701,-0.235114936,-0.473233511,19.52417183
8938-3702,0.085352618,0.261997946,1.61315313
8938-3703,-0.389518239,-0.666527527,10.17976713
8938-6104,1.017005207,0.576106622,0.311398993
8938-9101,-0.37612536,-0.487475265,8.701331615
8938-9102,-0.143665462,0.102584491,2.855978012
8943-12701,0.00620536,0.197282382,5.766948581
8943-12702,-0.452514788,-0.281542538,5.350601196
8943-12703,-0.525447904,-0.196189176,8.845130622
8943-12704,-0.658228778,0.239652771,127.8777924
8943-12705,-1.041504761,-0.112540035,0.27197095
8943-1901,-0.305066043,-0.21481836,45.40384483
8943-1902,0.194434917,0.159048038,3.444812119
8943-3701,0.170231735,-0.393542495,1.69974343
8943-3702,0.00519299,0.018064803,13.9697845
8943-3703,0.189108867,0.287593649,2.275088549
8943-3704,0.041306203,-0.035095071,0.966950178
8943-6101,0.269411447,-0.098752283,1.429792583
8943-6102,-0.353523417,-0.174525364,8.299828053
8943-6103,-0.81470722,0.015732849,7.485672712
8943-6104,0.054792901,-0.043616624,0.556495269
8943-9101,-0.163133951,0.233451656,8.212391853
8943-9102,0.131490655,0.205730521,1.321387678
8944-12701,-0.167217632,0.468528954,0.928825378
8944-12702,-0.322577943,-0.327480139,12.47696948
8944-12703,-0.473932892,-0.930195676,38.79673958
8944-12704,0.191538725,0.03595527,2.980098903
8944-12705,-0.266329398,-0.139218027,7.342914939
8944-1901,-0.837153206,0.155989832,6.924980164
8944-1902,-0.029504681,0.458781066,1.329555273
8944-3701,-0.68430806,-0.019589986,18.81624937
8944-3702,-0.228620679,-0.049997635,0.998596042
8944-3703,-0.414136399,-0.62845778,25.58651257
8944-3704,-0.464549635,-0.70131226,18.25753069
8944-6101,-0.584866276,-0.123268674,16.58961153
8944-6102,0.398801649,-0.287656161,1.939146191
8944-6103,-0.456880616,-0.71525036,41.3486824
8944-6104,-0.693646399,0.088602264,15.52680087
8944-9101,-0.641367617,0.017758673,17.36345267
8944-9102,-0.720588342,0.050680951,15.58385825
8945-12701,-0.440799572,-0.362846911,22.92056465
8945-12702,-0.420708624,-0.562079854,24.95525169
8945-12703,-0.033255698,0.518493674,3.258547127
8945-12704,-0.530605764,-0.206259269,4.478153229
8945-12705,-0.442763552,-0.34933164,12.70562029
8945-1901,-0.278052744,0.253406017,3.726152182
8945-1902,-0.348603572,-0.21921053,1.176844776
8945-3701,-0.488651069,0.100215358,0.697116097
8945-3702,-0.677274905,0.082864443,179.0013809
8945-3703,0.023863886,0.452678299,5.968394041
8945-3704,0.439656937,0.278505639,3.348653018
8945-6101,-0.411394931,-0.336756003,11.95094776
8945-6102,0.120967456,0.077164056,5.270565629
8945-6103,-0.15668205,0.149490039,21.80464792
8945-6104,0.101669152,0.254728412,2.158051193
8945-9101,-0.466668966,-0.216151538,12.81450033
8945-9102,-0.134396959,-0.143767159,8.230846882
8946-12701,0.258733075,0.008190188,0.846022442
8946-12702,0.203474124,0.423762312,2.464241058
8946-12703,-0.055130695,0.049743198,0.63930125
8946-12704,-0.80497152,0.134279841,5.014595747
8946-12705,0.028230807,0.398226808,0.99550195
8946-1901,-0.1384903,0.303077485,3.241642237
8946-1902,-2.01325974,0.181495464,1.661631644
8946-3701,-0.087679218,0.533837139,20.12490892
8946-3702,-0.610627881,-0.195428329,9.927634001
8946-3703,0.115406016,0.241075041,13.16858506
8946-3704,0.157986353,0.25829909,4.591633677
8946-6101,-0.393254283,-0.634800374,38.7321558
8946-6102,-0.294075158,-0.497576639,27.19319534
8946-6103,-0.762077836,0.266342607,31.08073711
8946-6104,-0.062412452,-0.49714924,1.170267502
8946-9101,-0.50817228,-0.433832689,20.53468561
8946-9102,0.069628644,-0.144675101,5.933974862
8947-12701,-0.235799113,0.146172908,5.697051048
8947-12702,-0.60841394,-0.234466274,42.30657387
8947-12703,0.039020726,0.608980403,3.29214704
8947-12704,0.13629535,0.2686647,17.02320528
8947-12705,-0.346866483,-0.412295784,5.098445535
8947-1901,-0.29063522,-0.46591968,83.99635887
8947-1902,-0.132430293,0.148261627,3.318429887
8947-3701,-0.3826746,0.875731329,24.48140287
8947-3702,0.029466497,0.130192161,4.615561306
8947-3703,0.191298345,0.725226418,0.808427304
8947-3704,0.128901316,0.824820706,1.665241152
8947-6101,0.415852834,0.416105329,1.126725078
8947-6103,-0.430986466,-0.547601416,21.53959751
8947-6104,0.081696578,0.026393554,2.258972973
8947-9101,-0.262038007,-0.525887338,63.45366859
8947-9102,0.266729292,0.191954662,7.091249347
8948-12701,-0.433104617,-0.166279386,19.07362843
8948-12702,0.25120452,0.253661723,5.310925364
8948-12703,-0.470452795,-0.658618246,18.19825792
8948-12704,-0.020706799,0.256036795,30.90069771
8948-12705,-0.455395539,-0.572397415,32.67950153
8948-1901,0.040784034,0.138522961,12.34963775
8948-1902,0.409917809,0.325332034,1.107345402
8948-3701,-0.660148392,-0.0048152,13.97165823
8948-3702,0.094079689,0.396341285,4.357500613
8948-3703,-0.641724672,-0.138073331,32.14052582
8948-3704,0.437552149,0.643832603,1.66020453
8948-6101,-0.425331572,-0.76582771,12.50130916
8948-6102,0.207625458,0.263346088,0.315319419
8948-6103,-0.363577263,0.259210451,4.755103827
8948-6104,0.349798725,-0.561333427,0.68675036
8948-9101,-0.578703664,-0.041242248,23.84270668
8948-9102,-0.117636323,-0.919154145,0.517564595
8977-12701,-0.250480523,-0.164421122,4.246820569
8977-12702,-0.549506398,-0.139140965,46.99913406
8977-12703,0.252341229,0.440479336,1.53420341
8977-12704,-1.084350746,0.509026204,115.263443
8977-12705,-0.794423921,-0.025382855,5.532136023
8977-1901,-0.631570206,0.483688322,15.18430829
8977-1902,-0.396865536,-0.004447574,0.537454352
8977-3701,-0.169229187,-0.145046293,0.552164517
8977-3702,0.150928367,0.193134664,0.890947938
8977-3703,0.229327813,0.747150175,0.839745849
8977-3704,-0.819803207,0.273875496,218.4076042
8977-6101,0.034431179,0.100499276,1.862889051
8977-6102,-0.405317283,-0.452588823,12.37049127
8977-6103,-0.023143028,0.087623755,22.55126572
8977-6104,-0.414568022,-0.544098286,27.1934824
8977-9101,0.225991968,0.237267411,8.554338932
8977-9102,-0.410068532,-0.493678604,50.75379562
8978-12701,-0.385055809,-0.179987404,6.252258301
8978-12702,-0.307310891,-0.241445087,14.16118431
8978-12703,-0.612651365,-0.069719668,23.98325968
8978-12704,-0.012713975,0.052371625,6.288823843
8978-12705,-0.035768283,0.136732829,39.39750671
8978-1901,-0.198030191,0.525146432,2.982007742
8978-1902,0.022743477,0.493850525,1.152618527
8978-3701,-0.309984754,-0.650584737,124.4764957
8978-3702,0.228410554,0.410836421,1.818977326
8978-3703,0.102170673,0.490152796,3.845550179
8978-3704,-0.048454999,0.146080487,5.880128264
8978-6101,-0.233904052,-0.267504395,14.41785502
8978-6102,-0.047550554,0.080938698,5.635367393
8978-6103,0.181215446,0.345696221,3.78484875
8978-6104,-0.191742087,0.479974787,7.013558269
8978-9101,0.190084777,0.272337297,14.80700564
8978-9102,0.017404955,0.101426599,1.902020991
8979-12701,0.20087952,0.328982335,20.00160027
8979-12702,-0.184207123,0.013491637,0.282869976
8979-12703,-0.717092014,-0.124242408,4.712877035
8979-12704,-0.020929679,0.155619893,1.733633002
8979-12705,0.02708117,1.03337896,1.698158026
8979-1901,-0.327627357,0.42589786,3.630299568
8979-1902,0.113668299,-0.429137828,7.893178701
8979-3701,-0.464040495,-0.36970566,25.09207964
8979-3702,-0.068302878,-0.026759234,20.518466
8979-3703,-0.019910686,0.372014748,3.214106739
8979-3704,-0.34169949,-0.175369011,27.29561329
8979-6101,-0.490684964,-0.437220598,22.48547745
8979-6102,0.065562185,0.616074808,15.4983964
8979-6103,-0.003016496,0.379539126,1.425680697
8979-6104,-0.2314458,-0.110741892,6.868655324
8979-9101,-0.038498169,0.055408448,2.453795016
8979-9102,-0.27488276,-0.260323615,0.568487786
8980-12701,-0.444224031,-0.442413049,17.1301198
8980-12702,-0.381339257,-0.116189083,0.605453094
8980-12703,0.045893647,0.2191864,1.150592297
8980-12704,-0.724665669,0.047795569,31.12898445
8980-12705,-0.553042762,-0.268502983,23.71740961
8980-1901,0.040473553,0.211187965,4.320120335
8980-1902,0.020880768,0.216300681,3.520479918
8980-3701,-0.309667924,0.325596761,1.84761095
8980-3702,0.197655965,0.405358898,3.946311235
8980-3703,-0.664391188,-0.093956347,2.317367375
8980-3704,-0.758274963,0.049854112,13.15607429
8980-6101,0.507695422,0.196705007,0.647898038
8980-6102,-0.001413869,0.15776764,1.834880918
8980-6103,0.732341747,0.05976013,2.042226632
8980-6104,-0.02200418,0.306592471,4.000238955
8980-9101,-0.340219153,-0.427025567,22.69541025
8980-9102,-0.503383249,-0.189367434,9.492483854
8981-12701,0.958408156,0.54381663,0.35658671
8981-12702,-0.644194336,-0.043916565,22.49967813
8981-12703,0.074442593,0.127410518,17.87293482
8981-12704,-0.739848035,-0.0134469,4.805031657
8981-12705,-0.953635266,0.143549145,16.4577775
8981-1901,-0.185172145,-0.066334466,9.340962887
8981-1902,-0.504766661,-0.198290978,9.261422873
8981-3701,0.655535963,0.58861851,0.783532247
8981-3702,-0.486317562,-0.476143765,47.47259808
8981-3703,-0.471645331,-0.198441513,98.80702591
8981-3704,-0.518566934,-0.19316178,46.29094505
8981-6101,0.111571879,0.453079384,13.90944672
8981-6102,0.030758922,0.03793138,0.63879621
8981-6103,-0.270507449,-0.110011647,8.920810938
8981-6104,0.05567104,0.889099905,8.10756743
8981-9101,-0.044571702,0.131058081,2.832874715
8981-9102,-0.756317667,0.052336293,13.27606535
8985-12701,-0.493003966,-0.044156928,29.82889843
8985-12702,0.04642053,0.341289593,3.784758151
8985-12703,-0.041021998,0.519790455,10.99615645
8985-12704,-0.766193121,0.077322067,16.25031376
8985-12705,-0.433954499,-0.378875002,7.272353053
8985-1901,-0.896843781,0.340924078,79.95021057
8985-1902,-0.131425996,-0.02265953,14.14173436
8985-3701,-0.642989973,0.061958107,39.67869282
8985-3702,-0.456343841,-0.523802134,7.209721923
8985-3703,-0.139329705,0.314453242,8.506366968
8985-3704,-0.575930106,0.054596433,63.53220177
8985-6101,-0.710543201,-0.167882022,0.622064713
8985-6102,-0.404117911,-0.265927301,16.29921818
8985-6103,-0.632983935,-0.116900374,10.28470325
8985-6104,-0.258393438,-0.42973717,65.02469635
8985-9101,0.165714453,0.621965917,1.269323915
8985-9102,0.084294005,-0.09518588,3.953893185
8988-12701,-0.373582099,0.025497887,1.087119341
8988-12702,-0.814287213,0.15889242,4.042067826
8988-12703,-0.397478841,-0.119164789,23.16329241
8988-12704,-0.223292629,-0.255091579,8.432793856
8988-12705,-0.40849435,-0.395695416,4.166192919
8988-1901,-0.661162961,-0.135781988,2.080513835
8988-1902,-0.009275014,0.31638594,1.288319737
8988-3701,-0.735484324,-0.081338179,4.381743431
8988-3702,-0.442221633,-0.210585927,9.47057128
8988-3703,-0.468183128,-0.693519672,48.53185558
8988-3704,-0.700920411,0.075815461,38.75376225
8988-6101,-0.625358676,-0.093741876,7.731559157
8988-6102,0.083320643,0.058263214,16.05561948
8988-6103,-0.010005511,1.152838961,1.832971483
8988-6104,-0.186263938,-0.545642363,227.9188194
8988-9101,-0.180526099,-0.039824628,7.377855301
8988-9102,-0.215659873,-0.23070495,9.864744186
8989-12701,-0.248400703,-1.633137863,13.73092961
8989-12702,-0.455471766,-0.454610542,13.32269287
8989-12703,0.179299902,-0.18288981,0.35459276
8989-12705,-0.224982054,0.250965808,1.41839546
8989-1901,-0.475133258,-0.594168205,41.93321705
8989-1902,-0.121076263,-0.563393836,22.83325243
8989-3701,-0.09000393,0.561321845,2.015650839
8989-3702,-0.837071778,-0.394641273,1.579050869
8989-3703,0.009476714,0.93888542,29.0244174
8989-3704,-0.580445469,-0.025639769,26.77946758
8989-6101,-0.479058538,-0.548317129,9.359020948
8989-6102,-1.037802196,0.441173794,14.48523021
8989-6103,0.335760607,0.164808643,0.747870043
8989-6104,-0.33830405,-0.380645697,4.848601222
8989-9101,-0.764388249,0.406419996,4.067134678
8989-9102,-0.308914289,-0.512402645,35.8596077
8990-12701,-0.464170097,-0.539542254,13.63575792
8990-12702,0.335609586,0.101431615,7.062958717
8990-12703,-0.427151911,-0.45823953,10.46883559
8990-12704,-0.082707635,-0.034175266,4.609992623
8990-12705,-0.243339242,1.079470309,21.45393085
8990-1902,-0.661285029,0.017008828,57.97246265
8990-3701,-0.4429419,0.092621329,2.067806631
8990-3702,0.009580051,0.040368936,2.853978515
8990-3703,-0.494011726,-0.461715787,7.095256329
8990-6101,-0.297515952,-0.113807916,0.86479191
8990-6102,0.307745864,0.486715712,0.664138297
8990-6103,-0.121751673,-0.231316974,21.65338278
8990-6104,-0.416218435,-0.370533922,34.89565849
8990-9101,-0.045370547,0.27644204,9.078141928
8990-9102,-0.363221117,-0.15345287,13.68225479
8991-12701,-0.341618653,-0.131556795,2.10343051
8991-12702,-0.435478404,-0.189199149,0.49110204
8991-12703,-0.530714386,-0.6883529,8.16643858
8991-12704,-0.36686504,0.007285783,31.96252966
8991-12705,-0.384911052,-0.446218099,18.90293598
8991-1901,0.147183494,0.517318482,0.80643031
8991-1902,-0.257565189,0.005845365,0.413584381
8991-3701,-0.096342362,0.460221213,1.888911396
8991-3702,0.124074568,0.165175765,1.218861759
8991-3703,-0.679729191,0.023969139,8.060288668
8991-3704,-0.690082963,0.217692077,1.157117382
8991-6101,-0.352259536,-0.427642216,47.61834812
8991-6102,-0.317320818,-0.001252431,0.940177828
8991-6103,-0.135343067,0.423952831,2.808793485
8991-6104,-0.429920205,-0.575271341,40.52273083
8991-9101,-0.513727733,-0.264902553,42.91136551
8991-9102,0.323106286,0.4356176,3.002336204
8992-12701,-0.307826343,-0.40049259,25.51559448
8992-12702,-0.225112103,-0.319330266,36.69361115
8992-12703,-0.416906924,-0.425433442,3.289752066
8992-12704,-0.492445063,-0.701458534,32.69027519
8992-12705,0.126303686,0.353242703,1.043816045
8992-1901,0.126616163,0.153469312,0.800580104
8992-1902,-0.243323148,-0.286162004,1.607998997
8992-3701,-0.152039102,0.318327625,3.298202276
8992-3702,-0.059568915,0.491460898,20.70086718
8992-3703,-0.48269699,-0.354192924,5.797744274
8992-3704,0.138853181,0.078568015,4.116555512
8992-6101,-0.228339356,-0.025672948,73.33571243
8992-6102,0.249563637,0.282936436,8.186652064
8992-6103,0.035000446,0.450335593,1.789246023
8992-6104,-0.391292423,0.282242071,2.314462125
8992-9101,-0.491647935,0.038407906,10.55225134
8992-9102,-0.278205019,-0.327122889,8.113909364
8993-12701,0.339290948,0.281784594,10.68275428
8993-12702,0.261478039,0.315115985,5.929972291
8993-12703,-0.963336899,0.369525131,9.051952124
8993-12704,-0.640908393,-0.137319654,9.01027743
8993-12705,0.1032353,1.070437492,179.1912193
8993-1901,-0.829050166,-0.168510123,0.734232227
8993-1902,-0.286039183,-0.582676572,0.411869973
8993-3701,0.234378784,0.375885941,2.882339001
8993-3702,-0.572142979,-0.182622225,32.0108881
8993-3703,0.063695392,0.313968069,5.716334343
8993-3704,0.223150229,0.305945789,0.726036742
8993-6101,-0.899219174,0.032796471,2.444291194
8993-6102,-0.405357197,-0.165478157,8.027959585
8993-6103,-0.162525031,-0.092558596,60.77920914
8993-6104,-0.553177924,-0.404321584,2.045705736
8993-9101,-0.763012474,0.068720177,2.629870117
8993-9102,-0.120792722,0.788339661,17.45344925
8994-12701,-0.003294799,0.159516761,3.488688886
8994-12702,-0.559472387,-0.139796226,15.65617561
8994-12703,-0.437442382,-0.768437276,13.26885438
8994-12704,-0.475184292,-0.089002108,4.771640182
8994-12705,-0.389294456,-0.436764421,11.80962658
8994-1901,-0.333134321,-0.363100802,3.396062672
8994-1902,-0.026129036,0.496788946,1.463710845
8994-3701,-0.293885132,-0.092528307,1.976754606
8994-3702,-0.590996789,0.146207595,0.729226142
8994-3703,0.396376935,2.654435621,0.492881045
8994-3704,-0.329700114,-2.670903702,2.447861671
8994-6101,-0.351683156,-0.371436435,4.264553249
8994-6102,-0.32393456,-0.597709615,1.691925555
8994-6103,0.050691928,0.181119213,1.118402064
8994-6104,-0.889362013,0.150896423,4.377119124
8994-9101,-0.294514806,-0.333616509,2.947725296
8994-9102,-0.227492337,-0.623233826,120.6634674
8995-12701,-0.33508467,-0.368723001,4.582187533
8995-12702,-0.915811856,0.206382741,12.90113199
8995-12703,0.260310986,-0.033769248,1.206755996
8995-12704,0.130644098,0.172172722,1.748591423
8995-12705,0.232563478,0.118074726,7.195761442
8995-1901,-0.096569158,0.337397438,3.185493767
8995-1902,0.342880051,0.302143501,2.922548234
8995-3701,-0.127904636,-0.160159076,1.769146204
8995-3702,-0.354351428,-0.362649,10.04313517
8995-3703,-0.044895106,0.271475058,7.213404775
8995-3704,-0.054583737,0.358883668,1.605856895
8995-6101,-0.298302457,-0.454977161,39.79687214
8995-6102,-1.797772387,0.293243459,1.25705117
8995-6103,0.058232867,0.281550249,0.548859179
8995-6104,0.259414954,0.392945957,2.787650764
8995-9101,-0.187350866,0.068121249,6.569714546
8995-9102,-0.897161784,0.347203466,16.62469912
8996-12701,-0.347613535,-0.565167166,10.15549159
8996-12702,-0.215757771,-0.128596903,4.657447696
8996-12703,-1.064805391,0.457002682,49.28305244
8996-12704,-0.548443011,-0.242591743,4.966727376
8996-12705,0.166873905,0.292395948,7.411471605
8996-1901,-1.205844157,0.105763342,1.09049499
8996-1902,-0.026533255,0.336737168,1.250199467
8996-3701,0.113448023,0.497606588,3.774142087
8996-3702,0.066298128,0.102346539,1.040868148
8996-3703,-0.366397158,-0.278263923,53.51350594
8996-3704,0.157209338,1.137639881,3.281442523
8996-6101,-0.314984212,-0.373069165,3.917817771
8996-6102,-0.631177626,-0.036249511,54.6198864
8996-6103,-0.02918549,0.348620301,0.589769324
8996-6104,-1.238844124,0.059141086,4.441776991
8996-9101,-0.42899015,-0.58477349,12.07853222
8996-9102,0.136578724,0.377086026,3.205561459
8997-12701,0.065321575,0.080363928,6.837652445
8997-12702,-0.380562343,-0.030779207,13.63814211
8997-12703,-0.259792465,-0.182126043,1.189031363
8997-12704,0.058974782,0.217519737,5.844507933
8997-12705,-0.124204835,-0.02842137,26.10755205
8997-1901,-0.373749478,-0.180897541,2.610252023
8997-1902,0.273372648,0.189050889,8.479306698
8997-3701,-0.35811959,-0.550675221,15.14365172
8997-3702,-0.694254848,0.201811066,32.53901291
8997-3703,0.144442864,0.018668666,1.945106268
8997-3704,-0.490885889,-0.122641041,24.65390348
8997-6101,-0.100101782,0.040716245,3.232876301
8997-6102,0.161198768,0.139775886,5.505714417
8997-6103,0.026606744,0.02793382,5.679950237
8997-6104,0.283151381,0.262247339,5.00890708
8997-9101,-0.682078193,-0.482036888,2.175831556
8997-9102,-0.417952161,-0.394368862,13.22916508
8998-12701,-0.225609496,0.257356124,5.842463732
8998-12702,-0.346666841,-0.192014212,7.794558287
8998-12703,-0.742917221,0.086369239,2.510653734
8998-12704,-0.504638497,-0.453162161,8.563441992
8998-12705,-0.058499056,0.760256445,13.78818655
8998-1901,0.108108962,0.031754702,0.958542943
8998-1902,0.384032224,0.55422807,1.080770716
8998-3701,-0.423631754,-0.456149152,27.02484894
8998-3702,0.105067666,0.352048963,5.875935555
8998-3703,-0.207043608,0.176635952,2.719894946
8998-3704,-0.415930892,-0.372254477,1.790397376
8998-6102,-0.50207231,-0.646013113,24.14691257
8998-6103,-0.711246676,0.150034062,23.25279045
8998-6104,-0.692805514,-0.00562434,7.986981511
8998-9101,-0.525514116,-0.120970134,4.245031238
8998-9102,-0.491192903,-0.279229687,4.86535573
8999-12701,-0.473513683,-0.45437425,25.59827185
8999-12702,0.219382805,1.144009327,1.29695496
8999-12703,-0.502496939,-0.693000972,33.9380188
8999-12704,-0.623830434,-0.214024685,6.076875925
8999-12705,0.309145742,-0.147857012,0.31272311
8999-1901,-0.552197413,-0.060725102,143.0047607
8999-1902,0.179461231,0.010789375,1.140186906
8999-3701,-0.542519192,-0.184475309,10.12671971
8999-3702,0.037854411,-0.35439719,3.858154058
8999-3703,0.056714347,-0.206934194,1.011800915
8999-3704,-0.68278014,0.007400936,24.21024036
8999-6101,-0.432476766,-0.362124244,5.333163023
8999-6102,-0.183001954,0.262937902,3.92752558
8999-6103,-0.007201471,0.256116634,5.980231881
