plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,log(N/Ha),log(O/Hb),KL log(O/Hb)
11751-12702,84.25250435,54.52783203,32.11808777,178.2333336,63.63904762,-0.744239249,0.188964588,0.687627835
11751-12703,4.823861659,9.192563176,10.96419132,36.83079815,2.689945817,-0.526234525,-0.280041779,0.577694379
11751-12704,524.997879,297.9663467,885.5804138,863.8573303,54.27881813,0.01078598,0.245990333,-0.138356656
11751-12705,2.604897201,13.51244092,13.91656923,42.14115143,5.424494386,-0.481174213,-0.714943219,0.548687408
11751-1901,170.4970055,791.4701233,2459.082642,3220.15625,195.6399345,-0.117103821,-0.66671777,0.151001482
11751-1902,5.953987718,5.308431745,2.367953062,2.35743165,0.505946867,0.00193398,0.049841697,-0.113234957
11751-3701,311.277977,297.4435883,279.7612381,1134.342834,100.002346,-0.607956791,0.019743784,0.624114609
11751-3702,505.7200165,743.7414398,662.9577179,2667.912781,161.7845917,-0.604685797,-0.167511837,0.622392238
11751-3703,17.51599836,10.73760176,7.88948071,19.79292679,1.419728309,-0.3994616,0.212527603,0.488416399
11751-3704,23.72280455,8.975419849,43.52828312,26.81975842,1.72885707,0.210316676,0.422111258,-1.159014911
11751-6101,233.4990387,142.7855797,1358.508148,1047.02597,64.19501972,0.113104794,0.213600748,-0.519185187
11751-6102,227.9902306,255.4645233,834.1652374,1173.825958,71.96628952,-0.148351622,-0.04941436,0.203506267
11751-6103,5.422142982,21.18126631,23.27579737,66.1176548,3.842797101,-0.453412873,-0.591780955,0.529407087
11751-6104,25.96685314,14.5078454,14.78193927,32.21672153,1.955599576,-0.33834993,0.252816403,0.435376318
11751-9101,31.73422623,66.47128105,78.74828339,276.3104324,15.45704699,-0.545156187,-0.321106135,0.589107243
11751-9102,16.02563763,54.17303181,80.10785103,229.1170845,12.99509621,-0.456382393,-0.528967823,0.531524618
11755-12701,14.62921596,60.23839188,149.8578262,321.7403488,19.42960644,-0.3318261,-0.614652318,0.429236537
11755-12702,21.45048046,24.89391422,29.88630629,112.3636284,12.37139797,-0.575153512,-0.064656165,0.606353681
11755-12703,24.40665913,35.0307827,68.7072525,130.3049011,30.73883295,-0.277958169,-0.156941505,0.37444637
11755-12704,13.77283907,26.98185778,81.18968582,156.5379143,14.65198636,-0.285118682,-0.292048376,0.382179965
11755-12705,14.45409966,20.88997459,28.01893616,88.8500843,12.11726522,-0.501206203,-0.159946867,0.561915049
11755-1901,54.14550877,25.88683033,96.64183617,81.90764999,4.560886025,0.071840707,0.320483562,-0.342050139
11755-1902,23.64898872,14.1439395,56.76694107,31.33158875,1.887022704,0.258113075,0.223242184,-1.688894016
11755-3701,13.38581133,28.73135614,60.75294971,29.96371937,2.539120555,0.306971648,-0.331711426,-2.551680465
11755-3702,11.25674979,4.675867558,2.618864457,2.537124077,0.33978037,0.013771315,0.381550811,-0.147048764
11755-3703,21.77612543,43.26969624,42.10092831,147.5354729,10.96019888,-0.544604781,-0.298203237,0.588780677
11755-3704,56.90024185,49.05115223,36.94260311,183.8571701,65.36883163,-0.696953077,0.064464899,0.667271184
11755-6101,22.92235947,70.43492126,114.1834793,329.177269,18.28202105,-0.459826565,-0.487528715,0.533963678
11755-6102,21.9056263,8.799111962,25.84317684,19.57370973,1.250539377,0.120672756,0.396116831,-0.556213644
11755-6103,24.58927393,21.93958282,100.6377869,100.5562725,6.503065348,0.000351911,0.04951734,-0.108844847
11755-6104,88.60964012,74.7410183,287.6965485,313.9336777,18.35746193,-0.037903256,0.073921962,-0.011016124
11755-9101,44.89259529,34.22234631,26.29734898,125.8468609,18.69344616,-0.679930417,0.117864931,0.659533121
11755-9102,11.94422054,7.14140749,27.55352211,32.5135746,6.182179928,-0.071887598,0.223373999,0.064305294
11758-12701,66.68523026,42.30495787,105.2719383,78.79240131,5.209039688,0.125828283,0.197638388,-0.582371087
11758-12702,6.871305227,32.05321217,40.24277687,117.248457,7.281580448,-0.464419195,-0.668832318,0.537188068
11758-12703,4.561045974,7.19302278,4.680463359,19.15634421,1.412551373,-0.612023782,-0.197846986,0.626241597
11758-12704,36.30526257,92.64573097,165.1235771,476.354599,47.55498028,-0.460121274,-0.40685583,0.534171543
11758-12705,147.4343567,66.62102318,275.7374191,169.0958519,10.34485006,0.212362752,0.344987401,-1.177670069
11758-1901,399.041954,647.9597626,891.1086578,2223.59082,136.8894882,-0.397124209,-0.210529479,0.486525234
11758-3701,45.326931,143.6957626,270.6821899,616.5733185,37.54376125,-0.357525046,-0.501087647,0.45286219
11758-3702,5.395494461,26.29187107,36.16644573,101.5164356,8.056450844,-0.44823053,-0.687790243,0.525678808
11758-3703,22.878685,11.10717666,36.2201395,23.4979372,1.430073649,0.18792038,0.313827379,-0.972510002
11758-3704,62.75290871,142.2834778,170.0758209,534.7728882,34.55180359,-0.497526805,-0.355520611,0.559526512
11758-6101,228.5752487,73.77428055,356.0156479,282.090538,16.19147158,0.101080568,0.491124218,-0.463477553
11758-6102,10.03949094,36.27364254,49.59837627,126.598175,7.003673315,-0.406959986,-0.557879477,0.494415242
11758-6103,19.48790407,47.13921928,52.50509739,159.9537277,13.14822674,-0.483792897,-0.383617252,0.550448163
11758-6104,126.7753754,93.25960922,870.4434662,545.0262146,31.97487974,0.203323178,0.133341314,-1.097412892
11758-9101,248.8125267,135.612587,83.86156654,443.9108353,59.62700653,-0.723732775,0.263572241,0.678997862
11758-9102,11.06527877,4.496745706,12.21925163,5.992392838,0.666832238,0.309444332,0.391064031,-2.6093053
11760-12701,7.485667229,33.78177261,48.68337059,138.5549469,7.27310276,-0.454241397,-0.654451917,0.529999267
11760-12702,8.688803911,12.33257318,11.03545451,40.94062519,2.771127105,-0.569364245,-0.152093705,0.603102767
11760-12703,132.4613953,163.2287483,168.4229164,699.2015533,42.3685112,-0.618201201,-0.090707325,0.629441898
11760-12704,7.529396176,21.14636326,41.67333603,98.60483551,6.41700995,-0.374039945,-0.448475539,0.46728539
11760-12705,10.88271077,13.90990257,11.55184237,40.50372442,9.230850856,-0.544843705,-0.106587001,0.588922221
11760-1901,85.66046906,304.0288162,477.135498,1315.64032,73.63277626,-0.440495446,-0.5501343,0.52003509
11760-1902,127.2715492,351.6981354,1012.473312,1496.004181,167.8803444,-0.169549223,-0.441438735,0.236203203
11760-3701,51.78275013,58.81003284,60.68001842,235.9217758,14.6475668,-0.589722325,-0.05526631,0.614377513
11760-3702,35.42345715,203.2534866,419.2332382,1062.140106,60.5411644,-0.4037261,-0.75874706,0.491840703
11760-3703,95.17919922,45.27214336,181.9069977,167.7542992,9.021339417,0.035175747,0.32271099,-0.212865631
11760-3704,3.183443189,17.58677864,23.37164259,21.19888973,1.380914092,0.04237612,-0.742289193,-0.236487222
11760-6101,37.58512115,64.52740002,115.3270321,243.4182777,27.95304012,-0.32442207,-0.234728212,0.422146206
11760-6102,51.7996521,69.93207741,99.96800041,339.7406235,20.02398205,-0.531286474,-0.130349587,0.580783741
11760-6103,22.99548864,13.0749836,33.88156986,45.22942257,5.544013858,-0.125457519,0.24520149,0.165577634
11760-6104,7.948709329,9.716542562,-2.339122613,5.317700227,7.199389776,-0.356670864,-0.087215142,0.452100521
11760-9101,70.40611267,42.14513206,188.7534142,123.1861305,6.655958056,0.185333002,0.222862947,-0.952854651
11760-9102,15.61214924,74.01764488,169.8873405,372.1268616,21.64882135,-0.340530002,-0.675872568,0.43740602
11761-12701,4.272105575,11.30899096,10.95027423,37.60827923,6.811535001,-0.535858467,-0.42278188,0.583552851
11761-12702,12.80495048,10.85654569,32.70777321,55.10282898,6.749667525,-0.226522918,0.071686239,0.314221208
11761-12703,15.22161484,20.68211889,35.74651241,70.04621696,8.642616987,-0.292151008,-0.133134302,0.389633677
11761-12704,34.36415577,114.1241627,218.31007,603.2070465,33.71300697,-0.441392637,-0.521271925,0.520694615
11761-12705,93.6675663,75.03980446,510.3860779,441.7389526,27.66670036,0.062733122,0.096297543,-0.307789369
11761-1901,21.86846781,17.12232018,17.76472902,47.33347321,2.554494143,-0.425609786,0.106255742,0.508899805
11761-1902,50.84501553,153.8341942,216.9648857,605.3564148,35.08483315,-0.445621697,-0.480804497,0.523785993
11761-3701,31.89677715,8.100330651,39.55980492,26.79718924,1.975683957,0.169164898,0.595244057,-0.837688911
11761-3702,0.336060345,7.650018811,12.73516989,9.117589474,1.01643838,0.145124709,-1.357245234,-0.687643566
11761-3703,77.0821743,153.9887161,481.8088531,933.674942,58.68994904,-0.287320928,-0.300534942,0.384529059
11761-3704,16.69322968,6.536852598,17.59621286,17.92682028,1.145705849,-0.008084058,0.407171677,-0.085926253
11761-6101,39.01652431,30.47383595,77.19377708,44.912817,2.758275449,0.235211996,0.107321454,-1.408088443
11761-6102,21.33532763,40.82414627,63.83561802,146.9966812,9.977254152,-0.362244462,-0.281817795,0.457042284
11761-6103,177.8107872,96.44223785,32.68696499,299.9274368,28.83651066,-0.962641598,0.265690825,0.764213117
11761-6104,62.19593334,106.7602787,159.6231613,307.471283,19.73609734,-0.284708652,-0.234647709,0.38174108
11761-9101,28.82895947,28.63321114,22.40617895,95.45707703,10.19627142,-0.629440332,0.002958912,0.635172255
11761-9102,31.17812347,35.65989518,114.3804111,91.07171631,6.125839114,0.098968132,-0.05833009,-0.454063631
11826-12701,15.14039675,11.75645733,10.08488878,32.19433848,4.525978724,-0.504108393,0.109860784,0.563786321
11826-12702,168.3147964,94.01856613,44.55041218,317.1819534,20.316401,-0.852456743,0.252908673,0.728737276
11826-12703,172.2592316,115.7688427,60.90364647,373.8935242,35.58864689,-0.788104647,0.172590814,0.705143672
11826-12704,3.952359736,10.15662432,12.32013464,32.62927246,2.228255808,-0.422991936,-0.409892922,0.506903126
11826-12705,0.327561446,2.846147906,3.49460379,11.09958243,1.100734234,-0.501908697,-0.938964686,0.562369028
11826-1901,57.05331993,62.64625072,114.9000301,217.0109825,13.11734462,-0.276161571,-0.040614163,0.37248269
11826-1902,79.22919083,145.5392723,173.9292107,561.2883759,44.42418003,-0.508813522,-0.264094979,0.566796513
11826-3701,45.18779659,140.7510071,181.3682556,541.8551025,28.62613249,-0.475321891,-0.493430346,0.544717154
11826-3702,36.86044693,76.10148811,99.2892971,286.9538879,18.55773926,-0.460909677,-0.314832552,0.534726975
11826-3703,23.94440937,92.98822594,146.5007858,400.334938,24.11616564,-0.436583539,-0.589223833,0.517144192
11826-3704,61.33568859,88.20951653,113.698967,272.9047012,15.43008208,-0.380254498,-0.157802196,0.472567747
11826-6101,8.479303996,12.37631925,-1.220306913,1.331357201,0.452192793,-0.03782552,-0.164231298,-0.011199971
11826-6102,35.7723217,33.32908678,68.80609322,48.50993061,2.840373158,0.151796246,0.030723714,-0.727010697
11826-6103,40.12347317,37.19706726,116.1632843,182.7227364,10.3710258,-0.196723708,0.032889819,0.275078282
11826-6104,40.03980446,97.79355812,193.2127953,388.3679581,21.29693174,-0.303207508,-0.3878183,0.401078535
11826-9101,114.0454731,294.2577744,332.9700165,1046.12738,66.88248253,-0.497179441,-0.411649895,0.559300076
11826-9102,11.05840047,9.946482658,6.903127352,4.723013878,3.170740902,0.164826664,0.046022784,-0.808864015
11827-12701,5.432766914,-1.318271235,2.787221253,2.655383408,1.190080494,0.021044208,0.615016297,-0.168708386
11827-12702,4.354247212,6.028158449,11.58213115,6.010646701,0.420221265,0.284867277,-0.141271577,-2.104933439
11827-12703,5.729046583,3.774753153,6.800381899,3.727746248,0.360392533,0.261086961,0.181193797,-1.729875191
11827-12704,12.4630444,11.52500296,42.4581604,47.47219086,6.791122079,-0.048478102,0.033983097,0.013479722
11827-12705,334.1109161,196.2200394,103.4423885,638.8757782,46.73004055,-0.790717883,0.231147307,0.706148689
11827-1901,34.02322006,0.168349743,63.30597305,47.67570496,5.173568726,0.123147565,2.305562957,-0.568672965
11827-1902,110.5199986,444.9240189,2788.074768,3658.078796,235.4109192,-0.11794864,-0.604844981,0.152494411
11827-3701,4.860080361,4.784178942,7.917226315,9.885549545,0.612284005,-0.096427758,0.006836035,0.113075376
11827-3702,11.76834273,10.49039203,33.76740503,20.01106787,1.285063937,0.227227422,0.04992359,-1.32263963
11827-3703,7.870143235,14.71430326,8.22604394,7.726129413,0.816352427,0.027229047,-0.271757066,-0.187687482
11827-3704,2.400381356,6.873370111,-0.937057555,14.12978435,1.916192949,-1.178369267,-0.456889485,0.819937289
11827-6101,37.49393082,19.88060856,76.27343941,49.10541058,3.0705176,0.191243984,0.275531299,-0.998293579
11827-6102,27.41853285,86.90076256,295.7985153,681.6052551,38.81942272,-0.36253694,-0.500979375,0.457299779
11827-6103,38.10778904,17.00321579,110.2721348,70.87685394,4.590323925,0.19196135,0.350482686,-1.003939586
11827-6104,23.39103317,8.959794402,21.04914141,22.83827257,1.37980637,-0.035428866,0.416751361,-0.016895848
11827-9101,0.589375362,1.755900554,3.676774323,2.28281673,0.445527114,0.206995927,-0.474107939,-1.129355719
11827-9102,10.54036379,8.002963126,15.07646298,13.83622861,1.099644661,0.037281737,0.119604784,-0.219693216
11830-12701,31.14228916,28.28845501,129.3518543,122.7148876,50.12678814,0.022875405,0.041741304,-0.174272972
11830-12702,113.300148,39.24846029,346.930069,173.3872643,11.59489679,0.301224748,0.460407853,-2.424273974
11830-12703,17.18658066,95.46339798,112.6281338,416.3325958,22.51526117,-0.567793526,-0.744647408,0.602214487
11830-12704,27.61428213,19.85932708,75.8637619,86.33073616,7.431883693,-0.05613107,0.143169229,0.030593086
11830-12705,5.900672436,5.541172385,4.935896635,18.11925077,2.295729399,-0.564774179,0.027299845,0.6004994
11830-1901,42.69623566,33.24087286,6.10046339,43.71827698,3.040698647,-0.855300212,0.108717168,0.729726928
11830-1902,264.3218765,78.96897507,188.7996712,316.7911453,23.53209877,-0.2247718,0.524676608,0.312013876
11830-3701,25.42173719,8.725578427,34.70483208,11.89947498,1.151030958,0.464862147,0.464410998,-117.5366408
11830-3702,29.59996843,25.27867365,80.00078392,107.3146267,12.43141508,-0.127564677,0.068536965,0.169189996
11830-3703,30.88466501,30.05146313,84.52764893,154.9658546,9.659195185,-0.263237226,0.011877274,0.35807279
11830-3704,12.70713758,28.65245056,55.19071102,135.9907494,8.186841488,-0.391643378,-0.35311404,0.482050498
11830-6101,15.91379499,31.68283939,46.81539345,130.4651489,7.02269268,-0.445105837,-0.299050337,0.523410437
11830-6102,65.05617905,17.70223641,405.3483047,1148.135437,67.69867706,-0.452164761,0.565260416,0.528513001
11830-6103,23.17112112,10.26727176,42.71743107,29.2838192,2.434252739,0.16397741,0.35349199,-0.803316902
11830-6104,29.05622196,16.24138951,52.49228859,69.40071297,7.401286483,-0.121268424,0.252615962,0.158319675
11830-9101,50.40720749,36.04925251,57.43966103,48.12915993,3.383125126,0.076803587,0.145596375,-0.361387499
11830-9102,38.97445583,22.05609393,90.463974,49.37570381,2.894705832,0.262962363,0.247251458,-1.756324196
11831-12701,59.26406765,43.95405149,152.9202423,83.57892609,5.053927183,0.262368191,0.129792544,-1.747892815
11831-12702,1179.752594,155.6700172,995.0004578,526.2192841,37.52668571,0.276656521,0.879585967,-1.965006849
11831-12703,6.130868912,19.00706196,40.0770607,81.77951622,9.93679595,-0.309748675,-0.49139296,0.407696651
11831-12704,7.800814509,10.91716003,24.49025488,43.76470089,7.751473665,-0.25213066,-0.145969725,0.345277522
11831-12705,12.70973754,9.170181572,30.53772831,12.59740186,0.905973852,0.384555743,0.141758647,-5.949157432
11831-1901,600.0745392,327.5792999,187.6799278,1158.792816,94.25038528,-0.790587966,0.26288875,0.706098824
11831-3701,323.1942596,322.3469162,1072.933044,1633.100189,110.3718948,-0.182440208,0.001140119,0.255048425
11831-3702,3.634834081,14.88713598,20.21945572,57.30321598,6.843784571,-0.452409535,-0.612326564,0.528688536
11831-3703,39.2244463,27.08660722,108.6924534,61.28168583,4.284455895,0.248868688,0.160802212,-1.568541943
11831-3704,75.96557617,260.8640785,574.5174408,1154.689514,73.74384689,-0.303162005,-0.535797444,0.401032104
11831-6101,26.79703522,119.6771679,192.8811188,536.4780426,33.51102257,-0.444262235,-0.649924556,0.522795366
11831-6102,15.51463842,23.40672588,69.43148613,125.133091,10.43010783,-0.255815711,-0.178599011,0.349566278
11831-6103,162.7076759,151.7863922,115.0502949,535.7029419,35.73763466,-0.668036295,0.030175203,0.653988976
11831-6104,0.192962871,-0.177935978,0.350638771,0.362551919,0.115319895,-0.014510272,0.035209981,-0.069003234
11831-9101,8.390002489,28.75954199,47.4567194,135.635273,12.61642981,-0.456074933,-0.535019876,0.531306002
11831-9102,151.9571838,173.6893539,168.6445694,620.7323456,39.69717503,-0.565932016,-0.058051963,0.60115827
11832-12701,14.21916509,24.683496,23.0294733,78.6126709,19.84760153,-0.533208546,-0.239532574,0.581950954
11832-12702,0.762999728,6.087573886,7.688698769,15.88761997,2.558102638,-0.315205997,-0.901919862,0.413133799
11832-12704,11.22363043,42.50426483,62.83595657,174.5212898,10.12286353,-0.443640183,-0.578299151,0.5223411
11832-12705,11.43920231,25.76494169,40.35164642,115.4412441,6.716721296,-0.456499739,-0.352633423,0.531608018
11832-1901,25.04981565,12.13417923,27.4058814,29.9814043,1.734135628,-0.039008197,0.314794129,-0.008408992
11832-1902,72.87220383,148.3394051,280.6599808,604.3471069,38.78753853,-0.333105956,-0.308694629,0.430448916
11832-3701,28.55729246,85.81984138,201.1715012,475.5790634,29.534513,-0.373656271,-0.477870678,0.466956717
11832-3702,170.650589,114.6389885,376.3578949,348.9132233,21.63363218,0.032883602,0.172775446,-0.205509303
11832-3703,2.652399391,4.54314065,-0.421195209,1.341962367,0.337849207,-0.503256914,-0.233717263,0.563238463
11832-3704,53.11427021,255.8528938,559.3344421,1454.332367,88.01106644,-0.414992107,-0.682779115,0.500728316
11832-6101,4.947566509,5.718407631,2.104518667,5.271611631,1.102501854,-0.398790625,-0.062883469,0.48787456
11832-6102,6.033475399,20.77745867,40.43118286,82.3706913,9.978728056,-0.309056264,-0.537024881,0.407001353
11832-6103,11.73120761,35.36583042,50.6947298,135.4201088,18.19891739,-0.426720346,-0.47924114,0.509743326
11832-6104,10.02722716,15.80299497,31.38090944,61.93497562,4.335679173,-0.295270445,-0.197558548,0.392896174
11832-9101,23.96805,17.7084074,44.00375843,40.45253754,3.242690325,0.036544002,0.131453197,-0.217293943
11832-9102,15.50526595,37.71542454,48.38937187,142.9101257,8.40860939,-0.470313017,-0.386039781,0.541279851
11833-12701,14.86515713,38.69570351,63.24514389,177.390686,10.84171748,-0.447903628,-0.415493243,0.525442217
11833-12702,10.00654292,26.74159718,45.32300854,119.7557316,11.21685266,-0.421977578,-0.42690328,0.506126307
11833-12703,42.47949314,58.58799744,49.30080795,177.3843803,10.53708053,-0.556061339,-0.139629328,0.595493632
11833-12704,6.289797068,12.7546289,19.97700644,41.61800194,2.269907713,-0.318750817,-0.307031193,0.416625206
11833-12705,38.0989027,103.0183144,148.6415787,356.115242,20.22775507,-0.379450253,-0.432001972,0.471888495
11833-1901,42.17560291,13.35613906,103.9888878,85.91796494,4.866854787,0.082902952,0.499380367,-0.385832217
11833-1902,38.01553059,89.27983856,157.3296547,324.5762787,17.78315639,-0.314506187,-0.37079234,0.412440804
11833-3701,30.53400564,7.140913934,13.023031,8.155312598,3.658944249,0.203271462,0.631029983,-1.096969381
11833-3702,5823.954468,1067.361588,3850.820801,4288.056396,310.7431717,-0.04670718,0.736906402,0.009447408
11833-3703,31.07808542,12.35594428,28.81554651,25.2148335,1.603539333,0.057970756,0.400578315,-0.290477439
11833-3704,52.66101933,84.97198296,123.9948273,308.6711655,17.24790192,-0.396092494,-0.207786492,0.485687234
11833-6101,6.613972425,9.532572508,21.46900272,42.53369713,8.145407438,-0.296921263,-0.158747737,0.39461196
11833-6102,22.27569246,49.04961109,111.0355129,217.0274124,13.18385696,-0.291052689,-0.342804355,0.388478622
11833-6103,27.29889584,86.50310326,124.7363091,335.5406342,17.58269596,-0.429752232,-0.500886606,0.51203558
11833-6104,28.15694952,15.01132941,51.0911808,54.08719826,6.661456108,-0.024748545,0.273166447,-0.042949557
11833-9101,42.2554245,28.20495152,47.56573772,42.18819332,2.459236383,0.052103309,0.175557111,-0.269690909
11833-9102,24.90518665,49.17605782,156.5678406,265.7343903,17.66712666,-0.229745201,-0.29546391,0.318254114
11863-12701,13.76346707,15.21891189,10.90964007,45.22776127,12.93827152,-0.617594668,-0.043655754,0.629129284
11863-12702,9.689905643,5.99587056,8.467372656,10.30061793,3.683224261,-0.085114605,0.208467299,0.091127813
11863-12703,15.08922625,12.92504811,34.38337517,54.36222935,6.92929852,-0.198948752,0.067234802,0.278121478
11863-12704,28.62332535,8.12800163,45.50263023,33.20727587,2.177405834,0.136803251,0.546736305,-0.640750157
11863-12705,7.126689911,2.424806982,-2.366055667,5.774524927,16.28270912,-0.387491302,0.468210689,0.478622522
11863-1901,246.7042465,139.9318314,84.05457878,511.7454987,32.12203026,-0.784492655,0.246260107,0.703747651
11863-1902,42.97257137,34.75575376,43.51531124,46.16495657,3.249121666,-0.025670337,0.09216463,-0.040656657
11863-3701,6.067987283,1.880586227,-3.375737985,0.829468091,0.385846486,0.609569047,0.508751411,5.560596593
11863-3702,35.26023865,18.8826468,58.83188629,56.7782793,3.529602647,0.015430546,0.271222378,-0.151929149
11863-3703,253.6898422,2007.358292,12986.03253,9272.621094,1034.637589,0.146273973,-0.898321818,-0.694309413
11863-3704,24.26936579,12.76752944,44.45626354,30.45278406,1.81065473,0.164305955,0.278951559,-0.805459221
11863-6101,10.74379301,5.962956965,12.61140513,6.334421217,0.587170519,0.299056538,0.255695958,-2.378431304
11863-6102,5.170281351,17.31035185,4.832745641,7.118831277,0.978695512,-0.168214762,-0.524791719,0.234208883
11863-6103,24.24158096,32.61659813,135.6697102,145.0364609,10.2274003,-0.028994297,-0.128877723,-0.032458862
11863-6104,12.83824968,13.49266627,6.969665408,9.392913461,1.742267728,-0.129588392,-0.021591961,0.172635407
11863-9101,20.48592472,13.33783627,21.56943178,32.35634613,1.843669266,-0.176120768,0.186370191,0.245904051
11863-9102,45.23948383,94.53240776,388.5341339,519.8101654,30.74350071,-0.126415589,-0.320063078,0.167223247
11872-12701,14.16484451,10.3321623,25.31946516,12.51378858,1.004590884,0.306065714,0.137020592,-2.531003188
11872-12702,21.38583755,63.48834038,158.6776505,315.5970306,21.25757742,-0.298617147,-0.472567711,0.396366912
11872-12703,9.412864208,11.2865396,14.71237898,11.68198609,0.948246866,0.100166219,-0.078839016,-0.459389619
11872-12704,7.069205403,53.12687492,78.09262466,223.8731766,14.06724262,-0.457392042,-0.875943669,0.532241498
11872-12705,94.81289673,54.98243904,158.2189713,224.077858,12.9771204,-0.151140388,0.236643414,0.207935378
11872-1901,19.47559166,18.07820702,8.747467677,9.495844205,2.010775169,-0.035651234,0.032335305,-0.016365096
11872-1902,24.59462357,6.973953724,27.85469723,33.29318333,2.529397309,-0.07745688,0.547361119,0.075756993
11872-3701,46.85406685,26.14880466,75.13211441,87.26619339,5.152906895,-0.065020421,0.253295452,0.049856603
11872-3702,13.48117399,7.498198926,15.86359572,16.21056294,1.477909893,-0.009396463,0.254770756,-0.08243325
11872-3703,42.3163805,26.7004807,79.22192764,58.77528477,4.167066216,0.129650664,0.199989433,-0.602276155
11872-3704,9.588735898,5.486937205,1.186739842,0.981066068,0.427298208,0.082657268,0.242431367,-0.384832699
11872-6101,7.059870362,5.72041744,3.298750818,17.08104348,3.807105005,-0.714164887,0.091369004,0.674869036
11872-6102,5.532719851,2.636505693,3.843326688,3.141703427,0.61550197,0.087542116,0.321909967,-0.404946856
11872-6103,23.17829657,9.088652909,43.20583344,25.45104265,1.869204581,0.229836808,0.406581997,-1.349939595
11872-6104,59.04349518,24.08885002,149.2560425,76.4070015,5.128648996,0.290798766,0.389355991,-2.213994407
11872-9101,10.99027801,26.1742382,48.76035786,119.5266933,7.760472655,-0.389398021,-0.376865372,0.480200832
11872-9102,55.93964481,26.53206182,158.6528587,57.08489513,3.414788604,0.443926694,0.323948704,-22.20557588
11940-12701,89.01044655,28.36912894,196.4385338,119.1122971,7.19119513,0.217270084,0.496594979,-1.223643819
11940-12702,50.53128624,21.17139339,100.0160694,92.95247459,5.229229569,0.031808827,0.377810911,-0.202086462
11940-12703,3.718625625,4.388552666,0.868902544,0.761795104,0.223169819,0.057132892,-0.071938857,-0.287472989
11940-12704,183.582489,41.8602829,207.1749344,283.0553589,16.3453126,-0.135534172,0.642029095,0.182624977
11940-12705,131.6281662,37.40532827,688.7902679,290.3299255,17.33585358,0.3751952,0.54641536,-5.244273339
11940-1901,2.016106308,2.518605113,5.928111613,8.335275888,0.601610631,-0.148003607,-0.096646652,0.202950745
11940-1902,94.08551216,94.37100792,364.4141998,420.299057,23.3385272,-0.061963124,-0.00131584,0.043303975
11940-3701,33.46798277,24.44748592,78.57265091,51.52758789,3.546134591,0.183231593,0.136395332,-0.937152033
11940-3702,24.61521339,3.66131115,34.47145271,24.41816282,4.320957243,0.149746601,0.827566967,-0.714741687
11940-3703,17.42951918,63.62111759,141.7271385,311.2482376,18.6969471,-0.341653882,-0.562315887,0.438448121
11940-3704,20.12021303,11.35728276,46.91381359,26.26767063,1.617603987,0.251879176,0.248358136,-1.606615143
11940-6101,5.280448258,11.07371283,14.00702596,40.33661461,2.647504151,-0.459353512,-0.321622465,0.533629747
11940-6102,21.60354328,34.54998493,41.19055939,34.03354168,2.021730781,0.082890544,-0.203922875,-0.385781708
11940-6103,28.05796146,131.5617561,243.7745171,691.6104584,37.5125742,-0.452873247,-0.671073548,0.529020822
11940-6104,28.77140999,64.06001091,222.4326096,320.3332596,18.04125404,-0.158403576,-0.347625863,0.219286237
11940-9101,13.9027276,5.875888348,36.6328783,19.54360294,1.589306086,0.272866412,0.374026479,-1.904348394
11940-9102,42.3613863,45.59867191,136.5265427,167.1147232,15.19983792,-0.087797621,-0.03198203,0.096413408
11941-12701,18.80731773,33.87981701,109.7240658,172.45047,10.63354635,-0.19636249,-0.255614194,0.274582328
11941-12702,5.354538202,11.68586826,5.517691016,6.5540995,0.929717779,-0.074755653,-0.338938965,0.070231905
11941-12703,103.7295094,156.7634392,147.3429031,544.9309998,42.3164053,-0.568012292,-0.179342459,0.602338366
11941-12704,16.6524229,8.733606517,37.09711361,32.5047636,7.070282936,0.057393108,0.28028381,-0.288404777
11941-12705,83.17691612,24.00948191,133.9347878,115.6581039,10.45522523,0.063717325,0.539620026,-0.311417703
11941-1901,9.795677423,52.27995872,84.48166084,268.5064545,39.23336124,-0.502192287,-0.727300761,0.562552109
11941-1902,31.88288784,25.59434575,89.13770676,88.8110466,6.664332151,0.001594469,0.095413619,-0.112290343
11941-3702,239.6110535,120.5205708,806.933075,399.96241,25.00637531,0.30481834,0.298445669,-2.502903929
11941-3703,26.92880774,9.555864871,54.79087353,32.90891027,2.204919726,0.221394723,0.449947126,-1.263688864
11941-3704,1.756537914,1.819852922,0.263270725,1.617856175,0.198010419,-0.788537342,-0.015378762,0.705310369
11941-6101,8.862072945,37.22947693,41.51246357,137.4993706,8.540626526,-0.520122203,-0.623351614,0.573914432
11941-6102,1.991986126,-2.843889475,0.069692023,3.009332955,0.252580009,-1.635287169,-0.154626405,0.900253305
11941-6103,33.09033298,35.60547924,136.8867989,161.6141129,10.05416369,-0.072117715,-0.031815698,0.064783127
11941-6104,16.60826254,49.33194923,64.99748039,209.874485,12.11945939,-0.509063122,-0.472804074,0.566955391
11941-9101,633.1513062,251.2656555,71.65275574,810.2572174,45.36441135,-1.05339001,0.401374376,0.789577261
11941-9102,18.56391907,32.74811029,89.02964783,183.4957352,11.70828581,-0.314091319,-0.246516578,0.412029393
