plateifu,log(N/Ha),log(O/Hb),EW(Ha),KL_Calc,comparison,Classification
12030-12701,-0.039053656,0.350810641,10.99463773,-0.008301972317040107,higher,AGN
12030-12702,-0.450667052,-1.658149841,29.29927206,0.5274369174232163,lower,SFG
12030-12703,-0.315007203,-0.53567326,94.61822764,0.41293706647682815,lower,SFG
12030-12704,-0.335326873,2.024753478,11.64382195,0.43254359260652664,higher,AGN
12030-12705,-0.460677324,-1.279316637,98.45217896,0.5345633795199247,lower,SFG
12031-12701,-0.283037244,-0.931200871,10.29587841,0.3799471043958085,lower,SFG
12031-12702,-0.459166509,-0.674327608,200.4416962,0.5334976464482104,lower,SFG
12031-12703,-0.504843512,-1.309920112,115.9531021,0.564258542534158,lower,SFG
12031-12704,-0.127649074,0.035535276,6.890582085,0.1693341501939647,lower,SFG
12031-12705,-0.592802613,0.642124715,68.98190475,0.6160458221135368,higher,AGN
12031-9101,0.001266191,-1.363591408,14.8715566,-0.11137828398036476,lower,SFG
12032-12701,-0.406410098,0.382251,29.11044375,0.4939788092446191,lower,SFG
12032-12702,-0.421937397,-0.390035163,128.1391182,0.50609549946923,lower,SFG
12032-12703,-0.296204499,0.731099161,42.7790006,0.3938678958474766,higher,AGN
12032-12704,-0.362430383,-0.441410486,11.82945538,0.45720598808321,lower,SFG
12032-12705,-0.39983093,-0.299684042,66.06943766,0.4887142915232964,lower,SFG
12032-9101,-0.386445595,-0.346944037,47.55450058,0.4777539407509007,lower,SFG
12033-12701,-0.338869929,0.123706999,27.53982019,0.43586144430645535,lower,SFG
12033-12702,-0.245943294,1.18712465,46.65855789,0.337977213960747,higher,AGN
12033-12703,-0.353281451,-0.312374418,38.22841517,0.4490626215869886,lower,SFG
12033-12704,-0.435112687,-0.238751501,12.83957767,0.5160507683061567,lower,SFG
12033-12705,-0.574574735,0.206792451,8.046993732,0.6060302948548721,lower,SFG
12033-9101,-0.453950458,-0.680220951,336.3359477,0.529791441501726,lower,SFG
12034-12701,-0.488666142,-0.437656523,35.49926122,0.5536992345141151,lower,SFG
12034-12702,-0.527425032,-0.515072562,13.70139058,0.5784252144977248,lower,SFG
12034-12703,-0.367716908,-1.122169839,129.4298553,0.4618303830630096,lower,SFG
12034-12704,-0.31476392,-0.622845378,71.60457611,0.4126961708433282,lower,SFG
12034-12705,-0.215495573,-0.570223546,15.11229674,0.3001328381591166,lower,SFG
12034-9101,-0.538774356,0.393984759,20.41686058,0.5853058021629566,lower,SFG
12035-12701,-0.314805784,-0.014675691,102.6165415,0.4127376346655467,lower,SFG
12035-12702,-0.166619022,1.347308583,6.559563875,0.23181311126452642,higher,AGN
12035-12703,-0.265526393,-0.811122816,91.72653453,0.3606619833015292,lower,SFG
12035-12704,-0.509724861,-0.043310695,61.62754059,0.5673762162395509,lower,SFG
12035-12705,-0.492362511,-0.816623269,395.9561691,0.5561432225096308,lower,SFG
12035-9102,-0.600945929,-1.220835794,166.881484,0.6204100856244069,lower,SFG
12036-12702,-0.280616317,-0.637826833,33.91089376,0.37733447943418474,lower,SFG
12036-12703,-0.649841499,-0.603773833,67.89722824,0.645280054771394,lower,SFG
12036-12704,-0.408756887,-1.321631296,83.89861806,0.4958375882748558,lower,SFG
12036-12705,0.059190205,0.046327428,23.47276497,-0.2948720926919477,higher,AGN
12036-9101,-0.265256028,0.22080749,17.47031339,0.3603570229008717,lower,SFG
12036-9102,-0.469436661,-0.576943983,70.31119283,0.5406746912019862,lower,SFG
12037-12701,-0.061498915,-0.74037509,8.809013685,0.042302454841323556,lower,SFG
12037-12702,-0.338197534,-0.951766156,27.10241381,0.4352340246809019,lower,SFG
12037-12703,-0.203612594,-1.045198583,34.61686961,0.28443498320341665,lower,SFG
12037-12704,-0.56574087,-0.847227,100.120374,0.601049599693792,lower,SFG
12037-12705,-0.402811595,-0.244706304,65.11284892,0.4911091929868323,lower,SFG
12037-9101,-0.456107875,-0.727390945,43.07921727,0.5313294320599531,lower,SFG
12037-9102,-0.420518077,-0.802772841,54.32241567,0.5050054830386109,lower,SFG
12038-12702,-0.397247124,-1.030275398,25.19750659,0.48662493755355474,lower,SFG
12038-12703,-0.505373194,-0.772571657,50.66780345,0.5645983550169208,lower,SFG
12038-12704,-0.487610306,-0.546773089,37.16331863,0.552997665983766,lower,SFG
12038-12705,-0.190110899,0.310339656,18.49641291,0.2659128490014523,higher,AGN
12038-9101,-0.420850794,0.04518834,29.24236727,0.5052613163636018,lower,SFG
12038-9102,-0.440651418,-0.853744226,100.4909134,0.5201498378603524,lower,SFG
12039-12701,-0.070234679,-0.066276006,13.29280726,0.06086108368840937,lower,SFG
12039-12702,-0.319849264,0.270083617,159.7196503,0.41770074265714574,lower,SFG
12039-12703,-0.454268764,-0.69018862,136.6764374,0.530018808641682,lower,SFG
12039-12704,-0.081079315,-0.774974303,7.30637296,0.08308129810678877,lower,SFG
12039-9101,-0.519938793,0.596779723,7.472264449,0.57380028713553,higher,AGN
12039-9102,-0.187814299,-0.578652598,26.66625214,0.2626866215475805,lower,SFG
12040-12701,0.123076846,-0.021466649,11.76648744,-0.5683144652259218,higher,AGN
12040-12703,-0.161814934,-0.516656306,27.39100711,0.22452741115486197,lower,SFG
12040-12704,0.019563811,0.441667577,9.636765798,-0.16424287589823305,higher,AGN
12040-9101,-0.463406113,0.095198268,38.15418498,0.5364795317876817,lower,SFG
12041-12701,-0.318748374,0.129054546,126.2495117,0.4166228113961221,lower,SFG
12041-12703,-0.19602896,-0.083170091,47.4593366,0.27412390956693533,lower,SFG
12041-12704,-0.128880778,-0.712181595,308.3316727,0.17143332962341273,lower,SFG
12041-12705,-0.621537167,0.069021347,45.46931585,0.6311550807046407,lower,SFG
12041-9101,-0.316758561,1.40020127,42.15066528,0.414666841597927,higher,AGN
12041-9102,-0.023327389,1.014015355,7.49775219,-0.04650138549270788,higher,AGN
12042-12701,0.065082206,-0.459523662,220.8619652,-0.31647862118897185,lower,SFG
12042-12702,-0.328483124,-0.081243531,92.57188924,0.4260514810329291,lower,SFG
12042-12703,-0.362578606,-1.064311286,63.11080933,0.45733644654808725,lower,SFG
12042-12704,-0.592909744,-0.334460492,260.9208577,0.6161036711316478,lower,SFG
12042-12705,-0.261650965,-0.146778731,10.2393376,0.3562691239667811,lower,SFG
12042-9101,-0.349128122,0.055277139,11.68507385,0.44530575301137076,lower,SFG
12042-9102,-0.239101476,-0.734754125,32.56464005,0.32975640913769577,lower,SFG
12043-12701,-0.402530386,-0.182096149,27.4256827,0.49088394652194955,lower,SFG
12043-12702,-0.424080819,-0.302859062,164.2767232,0.5077350558954336,lower,SFG
12043-12703,-0.076233968,-0.923288731,13.6232392,0.07326241915442355,lower,SFG
12043-12704,-0.24570784,-0.058884891,116.6825092,0.33769691498698684,lower,SFG
12043-12705,-0.263040302,0.872023624,167.3479156,0.35784930059684494,higher,AGN
12043-9101,-0.167901404,0.394637209,10.71844196,0.2337393675966889,higher,AGN
12043-9102,-0.171803332,0.213739582,151.6159515,0.23955308022613997,lower,SFG
12044-12701,-0.465243996,-0.498798376,97.50786591,0.53776378933311,lower,SFG
12044-12702,-0.405605269,-0.714679778,80.38285319,0.4933390483172161,lower,SFG
12044-12703,-0.516639654,0.426598835,8.63473924,0.5717398302136354,lower,SFG
12044-12704,0.377822432,-0.633936371,20.17520078,-5.427662119269627,higher,AGN
12044-12705,-0.096378684,-1.070886156,115.578227,0.11298206618242013,lower,SFG
12044-9101,-0.377720976,-0.576848017,36.46759796,0.47042360957221374,lower,SFG
12044-9102,-0.42542234,-1.019189517,80.3378067,0.5087572246633918,lower,SFG
12045-12701,-0.595759827,-0.766955811,105.6990407,0.6176383998099414,lower,SFG
12045-12702,-0.476423968,0.781534065,25.35756111,0.5454685631122984,higher,AGN
12045-12703,-0.119661138,-0.265124081,20.71111997,0.15550754206223427,lower,SFG
12045-12704,-0.263827103,-0.574567328,437.8428345,0.35874152302875617,lower,SFG
12045-12705,0.221793097,-0.015413998,17.09807841,-1.2676270547962964,higher,AGN
12045-9101,-0.55185605,-1.355918955,81.91484324,0.5930470338752704,lower,SFG
12045-9102,-0.514715024,-0.668305591,84.94739024,0.5705314378954778,lower,SFG
12046-12701,-0.439655291,-0.606177492,214.1528625,0.5194163118323466,lower,SFG
12046-12702,-0.252863853,-0.099389952,52.12048848,0.34613431565515007,lower,SFG
12046-12703,-0.436898278,-1.496002664,125.7501297,0.5173777061907707,lower,SFG
12046-12704,-0.19996519,0.226606912,218.3287837,0.2795049338309651,lower,SFG
12046-12705,-0.202180847,-0.166612548,45.15760549,0.2825061272982089,lower,SFG
12046-9101,-0.425616566,0.241235687,128.6116536,0.5089049609428505,lower,SFG
12046-9102,-0.300740757,-0.908536509,33.03920873,0.3985535967056689,lower,SFG
12047-12701,-0.388274236,0.671303443,132.8265737,0.47927145379207203,higher,AGN
12047-12702,-0.44700337,-2.224499417,46.67822774,0.5247897947201655,lower,SFG
12047-12703,-0.32193739,-0.908621472,7.693729877,0.41973708818067035,lower,SFG
12047-12704,-0.055231213,-0.188748221,40.3336436,0.028606722331256274,lower,SFG
12047-12705,-0.135131816,-0.117873955,90.52829742,0.1819551676654858,lower,SFG
12047-9101,-0.43861558,0.074061417,111.7779592,0.5186489760609211,lower,SFG
12047-9102,-0.308688061,-0.458634992,52.50842412,0.4066311125707628,lower,SFG
12048-12701,-0.139487555,-0.953335005,36.02442424,0.18915921991220963,lower,SFG
12048-12702,-0.332648422,-0.385131354,87.42987569,0.4300159481033652,lower,SFG
12048-12703,-0.36353207,-2.012552872,143.4925232,0.4581745286657056,lower,SFG
12048-12704,-0.600734812,-0.835303765,57.70018768,0.620297779465491,lower,SFG
12048-12705,-0.378019002,-1.04347276,93.13941447,0.4706764959731409,lower,SFG
12049-12701,-0.636817356,-1.004816809,25.16459401,0.6388702253418584,lower,SFG
12049-12702,-0.172023662,0.237663485,14.81812255,0.2398792550733121,lower,SFG
12049-12703,-0.43844761,-0.475690233,48.00828171,0.5185248447073353,lower,SFG
12049-12704,-0.500282609,-0.283749012,121.903951,0.5613171870320516,lower,SFG
12049-12705,-0.394910884,0.159169367,58.34240214,0.4847250274168129,lower,SFG
12050-12701,0.273888217,0.42997615,17.29996681,-1.9204709297350075,higher,AGN
12050-12702,-0.371121081,-0.917110551,56.75202179,0.4647774205411932,lower,SFG
12050-12703,-0.378763995,-0.458283997,83.3922348,0.4713078740457175,lower,SFG
12050-12704,-0.46888817,-0.181386134,83.6653417,0.5402953605220098,lower,SFG
12050-12705,-0.127477106,0.225221422,84.85066223,0.16904037849443543,higher,AGN
12050-9101,-0.295925004,-0.273822104,8.349889596,0.3935773779230217,lower,SFG
12050-9102,-0.368093374,0.191332168,16.24728648,0.4621574720384317,lower,SFG
12483-12702,-0.389797314,-0.181054559,19.94130421,0.4805304656487912,lower,SFG
12483-12703,-0.377281244,-0.532231332,29.57871866,0.47005015534133543,lower,SFG
12483-12704,-0.284157088,-0.712035963,154.5801468,0.3811499477944308,lower,SFG
12483-12705,0.181974959,0.49301107,6.078269323,-0.927871411048597,higher,AGN
12483-1901,-0.55383543,0.019200952,21.64648771,0.5942011224401562,lower,SFG
12483-1902,-0.678807312,0.0553351,25.93351984,0.6590145217320831,lower,SFG
12483-6103,-0.54264558,-0.40980399,92.92344856,0.5876174763928758,lower,SFG
12483-6104,-0.416777922,-0.255421755,8.424489737,0.5021163880306889,lower,SFG
12483-9101,-0.39150028,-0.337345858,45.11271954,0.4819329056979529,lower,SFG
12483-9102,-0.688888522,0.838741173,652.1247864,0.6636335821608904,higher,AGN
12484-12702,-0.415287348,-0.365867918,37.75988865,0.5009581862001262,lower,SFG
12484-12704,-0.458889139,-0.317901529,12.09188175,0.5333016122282381,lower,SFG
12484-12705,-0.323900139,-0.445019765,30.43547297,0.42164139917098564,lower,SFG
12484-1901,-0.300921355,0.166241112,22.88313389,0.3987390029557555,lower,SFG
12484-3703,-0.440049162,-0.540759409,105.4146042,0.5197065417219734,lower,SFG
12484-6102,0.167867808,0.037306486,8.02095592,-0.8289837963377304,higher,AGN
12485-12702,-0.976843574,0.340987901,11.45410562,0.768392570584828,lower,SFG
12485-1901,-0.406466603,-0.277660294,19.32198429,0.4940236810939844,lower,SFG
12485-6102,-0.54336328,-0.236750107,14.78689766,0.5880441051702604,lower,SFG
12485-6104,0.282651963,0.147780512,10.64456773,-2.0659721989507696,higher,AGN
12485-9102,-0.577865181,-0.112400491,13.6785624,0.6078640429507696,lower,SFG
12487-1902,-0.668655844,0.33986318,108.532093,0.6542806224424033,lower,SFG
12487-3702,-0.053430714,0.505760044,8.626051426,0.024611757230585285,higher,AGN
12487-6103,-0.485554908,-0.708355038,21.00200796,0.551627474368014,lower,SFG
12487-6104,0.237957033,0.227011485,18.86890221,-1.438823479920424,higher,AGN
12620-12702,0.260649003,0.395853888,8.318640709,-1.7237668735344025,higher,AGN
12620-12703,-0.421923442,-0.527399803,19.03070021,0.5060847991256181,lower,SFG
12620-12704,-0.425811444,-0.688514757,33.13939667,0.5090531287742736,lower,SFG
12620-1901,0.708912266,0.503173305,10.56652451,3.7432385181094046,lower,SFG
12620-3702,0.208388434,0.262541266,8.357224345,-1.1417011909175305,higher,AGN
12620-3703,-0.21457895,0.107205365,22.40491676,0.29894134270415396,lower,SFG
12620-6101,-0.656044456,-0.017545263,76.08171272,0.6482807128531344,lower,SFG
12620-6103,0.292888959,0.281845777,7.402394533,-2.2541669844851744,higher,AGN
12620-9102,-0.469563316,-0.7139478,34.3654623,0.5407622215425022,lower,SFG
12621-12701,-0.280149539,-0.508961237,27.07169247,0.37682880107722083,lower,SFG
12621-1901,-0.400732503,-0.32122927,119.9016476,0.48944041608838385,lower,SFG
12621-1902,-0.313100884,-0.147268046,7.175985217,0.4110454457870335,lower,SFG
12621-6103,-0.266086825,-0.375738066,29.85916376,0.361293413654021,lower,SFG
12622-12702,0.225011571,0.202887213,9.528795123,-1.299913513425567,higher,AGN
12622-12703,-0.448812248,-0.737738793,10.97229648,0.526099402976178,lower,SFG
12622-12705,-1.109234444,0.45940233,314.6106262,0.8037368949128618,lower,SFG
12622-1901,-0.30968636,-0.349289952,44.07555962,0.40763412662496734,lower,SFG
12622-1902,-0.274793615,-0.183724465,203.317791,0.370981163486478,lower,SFG
12622-3703,-0.612982709,-0.155033395,7.142522971,0.6267407762555514,lower,SFG
12622-6101,-0.909837789,0.2153997,12.24276066,0.7479190504399209,lower,SFG
12622-9101,-0.374233335,-0.588948935,73.02002716,0.4674509431092293,lower,SFG
12622-9102,0.272202381,0.44875898,6.003300826,-1.893960277600713,higher,AGN
12624-12701,-0.760887283,0.04761104,16.19134021,0.6944225345205715,lower,SFG
12624-12703,-0.370719307,-0.461644185,7.079221368,0.46443084163642256,lower,SFG
12624-12704,-0.674785191,0.023430462,21.98703194,0.6571489421808916,lower,SFG
12624-12705,-0.005440307,0.10113558,7.267128229,-0.09302121426991272,higher,AGN
12624-1901,-0.638450835,0.126548138,101.9114456,0.6396824029186644,lower,SFG
12624-6104,-0.016432543,-0.077125537,35.03690243,-0.06402794031401804,lower,SFG
12624-9101,-0.285825646,-0.473590025,60.27883244,0.3829355622844265,lower,SFG
12667-12701,0.139284761,0.085493778,13.21272111,-0.6544871238606578,higher,AGN
12667-12702,-0.077731095,0.937082124,25.58938646,0.07631482570840697,higher,AGN
12667-3701,-0.155141265,-0.28291483,18.16064262,0.21422054957450298,lower,SFG
12667-6101,-0.311060623,-0.607008733,67.4739151,0.4090106861909999,lower,SFG
12667-6103,-0.236253895,-0.435494754,44.54664421,0.326287949250885,lower,SFG
12667-6104,-0.277422495,0.075214916,8.382273912,0.3738618665069746,lower,SFG
12673-12703,-0.460103458,-0.533760439,26.70110321,0.5341589806453553,lower,SFG
12673-3703,-0.147417246,-0.598055492,6.56939292,0.20201334437619523,lower,SFG
12673-3704,-0.370389913,-0.444750518,28.86926794,0.46414645206480476,lower,SFG
12673-6101,-0.263431556,0.06513218,17.63585711,0.3582932169883347,lower,SFG
12673-6103,-0.457021481,-0.322343117,10.39946914,0.5319785706130794,lower,SFG
12673-9101,-0.452894467,-0.583755935,19.65523577,0.5290360200306629,lower,SFG
12673-9102,-0.208508346,0.25148543,20.02592325,0.2909690542553768,lower,SFG
12674-12701,-0.425297124,-0.591670061,24.82684994,0.5086619462434462,lower,SFG
12674-12702,-0.605186,-0.089326519,10.46159697,0.6226563031884715,lower,SFG
12674-12703,0.079953874,0.6554194,70.8367691,-0.3739175967613635,higher,AGN
12674-9101,-0.312908897,-0.267213507,8.060988426,0.4108544284814788,lower,SFG
12675-12703,-0.328372379,-0.381458012,6.157505512,0.42594551108587375,lower,SFG
12675-12704,-0.414654196,-0.455035046,14.49025273,0.5004650350858675,lower,SFG
12675-1901,-0.909201499,0.169717106,6.114886443,0.7477150978720042,lower,SFG
12675-3704,0.325369903,0.365552221,11.27469563,-3.0276560249420297,higher,AGN
12767-1902,-0.332560242,-1.349048999,191.4358368,0.42993244609293757,lower,SFG
7443-12703,-0.287621033,-0.061796369,342.6898422,0.3848481187427646,lower,SFG
7443-12704,-0.444668796,-0.625280908,51.35929775,0.5230919315629522,lower,SFG
7443-1901,-0.547763009,-0.083101895,31.62270641,0.5906463247280388,lower,SFG
7443-3701,-0.716879754,0.012558162,17.42089939,0.6760473456184677,lower,SFG
7443-3704,-0.777773775,0.241562876,13.68595457,0.7011293311161311,lower,SFG
7443-6102,-0.446731591,-0.724795759,57.5279932,0.5245925830541166,lower,SFG
7443-6103,-0.61685138,-0.045996422,29.26081753,0.6287457096479925,lower,SFG
7443-9101,-0.219061314,-0.086340257,33.80084801,0.3047377053299497,lower,SFG
7957-12702,-0.55208993,-0.686962612,36.32281494,0.5931836317964702,lower,SFG
7957-12704,-0.397043252,-0.346015854,23.71007395,0.48645954963270965,lower,SFG
7957-3703,-0.609995384,-0.075343207,22.75822592,0.6251827711145106,lower,SFG
7957-3704,-0.478732873,-0.600550385,12.21341324,0.5470371414757544,lower,SFG
7957-6102,-0.144687828,-0.081946484,7.478746057,0.19762635566618048,lower,SFG
7957-6103,0.160845241,0.036390946,6.606119792,-0.7831218176072134,higher,AGN
7957-6104,-0.598504272,-0.051188037,44.52778339,0.6191085061754437,lower,SFG
7957-9101,-0.569164258,-0.083442849,7.411556721,0.6029898182083163,lower,SFG
7957-9102,-0.481467038,-0.690675851,27.68000507,0.5488847793590091,lower,SFG
7958-12701,-0.786177303,0.163670905,11.38726234,0.7043997598561927,lower,SFG
7958-12704,-0.493934989,-0.140008652,25.83799696,0.5571772402070156,lower,SFG
7958-12705,-0.786114394,0.231764246,14.74991274,0.7043754399171386,lower,SFG
7958-1902,-0.309740292,-0.352472167,8.520447731,0.407688240227555,lower,SFG
7958-3702,-0.132321686,0.08109418,19.91329813,0.1772521375562759,lower,SFG
7958-6101,-0.218710989,-0.566496815,67.11652946,0.30428740103927676,lower,SFG
7958-9101,-0.291428356,0.704969111,11.09787345,0.38887406977525263,higher,AGN
7959-12701,-0.054159309,-0.006935177,6.805731297,0.026231677037715118,lower,SFG
7959-12702,0.092309148,0.264824567,6.067201138,-0.4250775078873239,higher,AGN
7959-12703,0.143730288,0.376870102,7.018064022,-0.6796188385393249,higher,AGN
7959-12704,-0.098331638,-0.036078413,49.49179268,0.11668301531367486,lower,SFG
7959-12705,-0.477332948,-0.708037324,46.39319515,0.5460870005758524,lower,SFG
7959-1901,-0.511995643,-0.09502632,11.99648666,0.5688159811621485,lower,SFG
7959-3701,-0.207160953,-0.450841014,95.16436005,0.2891801915075868,lower,SFG
7959-6102,0.238461898,1.00151326,13.28399897,-1.444555586017545,higher,AGN
7959-6103,0.086223073,0.742869954,22.90558004,-0.3994650175256629,higher,AGN
7959-6104,0.212190961,0.306647133,6.170363585,-1.1760923696317724,higher,AGN
7959-9102,-0.553648878,-0.639526678,20.62232304,0.5940925427556615,lower,SFG
7960-12701,-0.01309836,0.057906086,16.53297234,-0.07268282094768463,higher,AGN
7960-12703,-0.452574782,-0.584817882,10.11013651,0.5288069868139967,lower,SFG
7960-12704,-0.451978231,-0.51441204,36.08115005,0.5283791726423094,lower,SFG
7960-12705,-0.315546343,-0.647463493,23.82755899,0.4134703841018327,lower,SFG
7960-3703,-0.426470797,0.070514168,24.01641703,0.509553964232479,lower,SFG
7960-3704,-0.792825633,0.269493189,45.87639427,0.7069562732498001,lower,SFG
7960-6101,-0.608410712,-0.215886296,6.864481091,0.6243527997151422,lower,SFG
7960-6102,-0.601445512,-0.276572428,17.68211222,0.6206756683675388,lower,SFG
7960-6103,-0.430293525,-0.455156972,31.77906179,0.5124431998441841,lower,SFG
7960-9101,-0.509280216,-0.030321013,7.375143528,0.567093512118905,lower,SFG
7961-12703,-0.468435263,-0.608604332,34.10757637,0.5399818005027374,lower,SFG
7961-12705,0.093234821,0.15102277,9.496448755,-0.42904558595103093,higher,AGN
7961-3702,-0.306627702,-0.125339866,18.35520124,0.40455286950348823,lower,SFG
7961-6103,0.022679889,0.057855857,10.61564589,-0.17367667135806486,higher,AGN
7961-9102,-0.40675812,-0.594601455,6.944579124,0.49425508919153205,lower,SFG
7990-12701,-0.572150215,-0.915059191,11.38760352,0.6046717131368629,lower,SFG
7990-12703,-0.671810858,-0.023657698,17.08167553,0.655760904508757,lower,SFG
7990-12704,0.006591335,0.206764128,7.074599028,-0.12633274487864843,higher,AGN
7990-1901,0.235958996,0.562411249,7.475836754,-1.4163808887095701,higher,AGN
7990-1902,-0.321955817,-0.452867412,89.2142601,0.4197550104363965,lower,SFG
7990-3703,-0.606403551,0.038245625,231.2899208,0.6232980419534122,lower,SFG
7990-6104,-0.470807658,-0.684639596,92.02088356,0.5416209239869941,lower,SFG
7990-9101,-0.448722017,-0.530388534,12.3857317,0.5260341989061093,lower,SFG
7990-9102,-0.36942437,-0.328199564,9.488256693,0.4633115432424244,lower,SFG
7991-12701,-0.240916693,-0.263150653,57.62971592,0.33195290952325396,lower,SFG
7991-1901,-0.076579038,-0.176883155,182.9543114,0.07396744552797863,lower,SFG
7991-3702,-0.205388583,0.441460288,25.06062651,0.28681623978532655,higher,AGN
7991-6103,-0.467981639,-0.509662609,12.96971035,0.5396674405585032,lower,SFG
7991-6104,0.260632016,0.952927694,19.92563629,-1.7235304660525372,higher,AGN
7992-12703,-0.916385498,0.297677969,29.30352449,0.7500069382722294,lower,SFG
7992-1901,-0.523764478,-0.211817982,24.5137763,0.5761724649006824,lower,SFG
7992-3702,-0.438407865,-0.393176181,39.61130428,0.5184954660756927,lower,SFG
7992-3704,-0.520500214,-0.106994908,6.301119447,0.5741495525411365,lower,SFG
7992-6102,-0.731813873,0.184615103,117.7528095,0.6824338837283499,lower,SFG
7992-6103,-0.315526115,-0.196692212,24.13783121,0.41345038776973053,lower,SFG
7992-6104,-0.385652359,-0.677948861,78.27070427,0.4770936501444274,lower,SFG
7992-9101,-0.920242689,0.133839253,13.1238451,0.751227687204187,lower,SFG
7992-9102,0.266489761,0.936494963,12.1069715,-1.807392185264939,higher,AGN
8131-12701,-0.575621864,-0.211472563,23.65742397,0.606615106280907,lower,SFG
8131-6101,-0.378307181,-0.485725259,15.81097007,0.4709208578419425,lower,SFG
8131-9101,-0.976708749,0.351097078,122.0484295,0.7683532791782404,lower,SFG
8132-12701,-0.178830091,-0.239137578,6.505451679,0.24984631652973066,lower,SFG
8132-12702,0.16442196,0.627206831,8.560946703,-0.8062167438471692,higher,AGN
8132-12705,-0.360390157,-0.256418762,8.854786634,0.45540555080303047,lower,SFG
8132-3702,-0.584659884,-0.031908755,78.02611923,0.6116144851490339,lower,SFG
8132-3703,-0.591208877,-0.125823596,18.06224632,0.6151838509639606,lower,SFG
8132-6101,0.048818132,0.4529742,14.29694748,-0.25830546219050454,higher,AGN
8132-6102,-0.258583538,-0.097071569,8.852493286,0.35275901364106854,lower,SFG
8132-9101,-0.465490767,-0.516486588,26.95160961,0.5379358412524022,lower,SFG
8133-12702,0.030566857,0.735076301,11.33453965,-0.19815200837047486,higher,AGN
8133-12704,0.031216605,0.131093994,6.345032811,-0.20020757610939244,higher,AGN
8133-1901,-0.606564232,-0.133514468,7.257416368,0.6233826242148457,lower,SFG
8133-3701,-0.213355578,-0.38226964,16.08584738,0.29734613188450476,lower,SFG
8133-3704,-1.106898643,0.410450532,37.3321085,0.8031647378175846,lower,SFG
8133-9101,-0.251188724,-0.299756351,15.31821179,0.3441742408052402,lower,SFG
8134-12701,-0.482251714,-0.216873413,6.838580767,0.5494130721617162,lower,SFG
8134-12702,-0.447362761,-0.508978891,12.84483385,0.5250504010702914,lower,SFG
8134-1901,-0.462061981,-0.577482388,48.93775654,0.5355370861221728,lower,SFG
8134-3701,0.078926215,-0.003653669,7.556720614,-0.36980795286495605,higher,AGN
8134-6103,-0.501283288,-0.300655299,30.12229824,0.561964896815974,lower,SFG
8134-6104,-0.926024843,0.309156768,8.254770041,0.7530450252667888,lower,SFG
8134-9102,0.195686954,0.384702448,8.643133879,-1.0337367449158803,higher,AGN
8135-12701,0.297147609,0.288399984,6.222993135,-2.3390226329585455,higher,AGN
8135-12705,-0.435094991,-0.217311478,7.705447912,0.5160375915614805,lower,SFG
8135-1901,-0.383834156,-0.680953427,30.8824892,0.47557554682785486,lower,SFG
8135-1902,-0.01790139,-0.007994305,440.1206055,-0.06025263814067028,higher,AGN
8135-3704,-0.562296141,-0.265711945,55.033144,0.5990842968674819,lower,SFG
8135-6101,-0.66618544,-0.035284489,39.97133636,0.6531158096868412,lower,SFG
8135-9102,-0.456473412,-0.569437632,13.81390405,0.531589308339482,lower,SFG
8137-12702,-0.447841882,-0.529868677,7.196084181,0.5253975102217007,lower,SFG
8137-12703,-0.153536603,-0.143971034,9.535092831,0.21170939594383364,lower,SFG
8137-12705,-0.550791613,-0.322959761,9.401354074,0.5924245573420478,lower,SFG
8137-1901,-0.173303819,0.13227739,11.05710745,0.2417699693618638,lower,SFG
8137-3702,0.144945057,0.78054911,12.80675793,-0.6866058266032891,higher,AGN
8137-3704,-0.432048247,-0.353555775,12.27210402,0.5137612267096395,lower,SFG
8137-9102,-0.350268776,-0.376805416,13.67039824,0.44634131415481304,lower,SFG
8138-12701,-0.504153431,-0.473153392,7.082761407,0.5638152732533978,lower,SFG
8138-12702,-0.415953881,-0.331519201,15.15843844,0.5014765756074384,lower,SFG
8138-12704,-0.19803642,-0.086178924,15.57419968,0.2768761316935384,lower,SFG
8138-1901,-0.519016593,-0.211895384,22.56223917,0.5732257170229296,lower,SFG
8138-3701,-0.360719594,-0.229903153,10.94987464,0.4556968676243839,lower,SFG
8138-3704,-0.416751675,-0.70950075,29.12180519,0.5020960273348228,lower,SFG
8138-6101,-0.269482824,0.231442295,49.8465929,0.3650991636284442,lower,SFG
8138-6102,-0.060680694,0.032419067,7.511451244,0.04053289690617601,lower,SFG
8138-6103,-0.372025096,-0.394924944,9.222561121,0.4655560340211047,lower,SFG
8138-6104,-0.564765447,-0.221246866,6.56882143,0.6004944248297845,lower,SFG
8138-9102,-0.230810146,-0.38585578,16.03195286,0.31957881177707725,lower,SFG
8139-12702,-0.899169865,0.357203816,77.1166153,0.7444745647757884,lower,SFG
8139-12704,-0.893624541,0.14916833,8.839081764,0.7426627882828636,lower,SFG
8139-12705,-0.194399675,-0.312686763,6.709089756,0.2718779374026634,lower,SFG
8139-1902,-0.456765318,-0.62001251,27.75172853,0.5317966898929637,lower,SFG
8139-3702,-0.851728746,-0.180924011,13.35523629,0.7284832161318522,lower,SFG
8139-3703,-0.655345298,-0.017319836,17.43076849,0.6479441518224569,lower,SFG
8139-3704,-0.018215127,-0.005370138,7.809825182,-0.05944920029075629,higher,AGN
8139-6103,-0.740915583,0.041262658,29.87616825,0.686248947025071,lower,SFG
