plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,log(N/Ha),log(O/Hb),KL log(O/Hb),gz2_class
11742-9102,4.204855919,6.749595284,10.24862266,26.36336899,1.879567385,-0.410335405,-0.205526614,0.497082282,E
11745-12701,8.472035766,1.299249277,3.911165714,6.314178348,0.56567046,-0.208010627,0.814295297,0.290309088,A
11745-12702,40.31259441,63.9272995,242.815403,433.8686752,24.44318771,-0.252082063,-0.20024561,0.345220672,S
11745-12703,4.808671355,12.25024366,17.64969015,43.02870846,4.193747103,-0.387021225,-0.406119631,0.478232331,S
11745-12704,18.3547883,25.37167835,33.98799706,105.0637093,6.394679904,-0.490127157,-0.140599817,0.554667487,S
11745-12705,16.27456903,17.11198843,29.61316633,22.45276451,2.337256551,0.120215025,-0.021790981,-0.553928536,S
11745-1901,24.18397236,17.7057457,71.16687584,40.65270996,2.59770596,0.2431884,0.135413416,-1.499456796,E
11745-1902,12.9536562,43.90634918,92.82901573,207.2679443,13.26137376,-0.348848394,-0.530134961,0.445051357,S
11745-3702,6.411153078,7.901283503,6.659111977,6.560372353,0.807769001,0.006487828,-0.090761498,-0.126038795,E
11745-3703,12.3580215,29.8163991,41.04291153,111.8810081,5.861987114,-0.43551821,-0.382506247,0.516352586,E
11745-3704,19.2690134,15.61984301,38.35103703,49.54062653,3.028925002,-0.111184383,0.091182814,0.140419147,S
11745-6101,68.25387764,48.68216324,154.4990463,218.857235,12.52626538,-0.151235105,0.146757461,0.20808511,S
11745-6102,19.69219398,14.44781208,8.93221728,9.283874512,0.972119729,-0.016769983,0.134492021,-0.063158621,E
11745-6104,169.3677711,47.70814228,262.5514221,170.483181,17.38405991,0.187532835,0.550238267,-0.969543038,S
11745-9101,17.4950695,65.52247238,96.59226799,283.1137314,26.56678677,-0.46701857,-0.573474604,0.538999028,S
11745-9102,10.00164223,5.594836093,1.340743214,4.028804183,0.471064411,-0.477830552,0.252283947,0.54642505,S
11746-12701,13.32077312,0.66757226,20.38200951,24.20868063,4.936773896,-0.074724121,1.30003115,0.070167086,S
11746-12702,25.94094133,33.34837437,28.3161521,122.1254349,10.26739216,-0.634771887,-0.109088937,0.637849817,S
11746-12704,636.8945313,80.20028687,414.9742813,298.4130936,18.4942131,0.143203307,0.899891598,-0.676603954,S
11746-3701,35.17218018,94.56563568,264.7762833,496.4245148,30.75353956,-0.272974138,-0.429534057,0.36897546,S
11746-3703,20.66408062,63.09923935,120.0901566,241.8996048,14.95164132,-0.304127748,-0.484808036,0.402016361,S
11746-6103,57.30393028,44.78952551,91.04016495,77.52935791,5.42850697,0.069766849,0.107007948,-0.334111629,E
11746-9102,71.00800323,48.46654224,206.8856392,193.3413925,11.03667355,0.029405503,0.165865263,-0.194493008,S
11748-12704,12.09271502,19.95526075,34.77077961,82.24570274,4.523407459,-0.373898787,-0.217533589,0.467164502,S
11748-3701,11.09703279,21.07046366,47.32069397,86.33133698,4.858177304,-0.261117362,-0.278467223,0.355660629,E
11748-3703,1.194541574,1.899402142,-1.124162197,0.040795013,0.135562733,1.440221898,-0.201415654,1.818722153,E
11748-3704,160.6225853,41.50449419,190.5350685,133.7176819,8.253645539,0.153786081,0.587711486,-0.739073846,S
11748-6101,9.363403559,24.47732019,42.69479656,114.3444424,6.987752795,-0.427840112,-0.417330127,0.510591727,S
11748-6103,52.71914387,13.80259728,49.91165733,9.146211147,1.592940956,0.736960768,0.582007532,3.474979943,S
11749-12701,9.046082973,5.877069235,21.40226412,12.20586061,8.153566122,0.243891313,0.18729976,-1.507817621,S
11749-12703,2.665231407,3.446670234,1.273251116,2.595352866,0.500868261,-0.309282348,-0.111664811,0.407228516,E
11749-1902,12.76809454,3.554660052,3.444210768,9.973494411,0.673558176,-0.461757628,0.555328016,0.53532331,E
11749-3701,25.19126701,125.8605366,208.171093,614.5825958,34.87032413,-0.470159835,-0.698639568,0.541174154,E
11749-3702,44.4699955,33.92282295,106.1990986,99.92159271,6.542772174,0.026461483,0.1175751,-0.18530333,S
11749-3703,15.80956054,9.823281765,28.42738342,29.14578152,2.00652504,-0.010838818,0.206663197,-0.078616379,S
11749-3704,17.00060368,48.46500015,77.65984917,208.3613663,12.46274328,-0.428620654,-0.454963875,0.511181861,E
11749-6101,21.17960072,8.397154689,46.18376637,40.10550785,2.572208107,0.061285327,0.401785615,-0.302483732,E
11749-6102,23.34688759,8.555480659,9.816928864,11.8625434,1.208353102,-0.082202171,0.435984578,0.085332122,E
11749-6104,46.55518246,46.06103706,195.4923325,183.5221558,11.55136037,0.027441226,0.004634321,-0.188347998,S
11749-9101,35.23657703,20.58926105,24.67828321,74.79076004,4.775416851,-0.481533003,0.233352953,0.548929224,E
11749-9102,13.10887265,25.08278179,36.70212364,93.06075478,5.81423521,-0.404075377,-0.281810356,0.492119684,E
11750-12701,7.788975477,16.45007992,23.28573799,53.23416901,14.11164236,-0.359100473,-0.324687676,0.454262873,S
11750-12702,4.499571204,12.48188496,11.73061609,39.21604681,3.952220142,-0.52414299,-0.443109047,0.576406175,S
11750-12704,8.963017464,15.52993488,14.85307384,47.51807976,4.778632641,-0.505042542,-0.238715392,0.564386272,S
11750-12705,76.16386414,45.5279541,24.11858892,164.8357277,11.47004867,-0.834699454,0.223470835,0.722459374,E
11750-1902,14.73830867,11.27033353,23.08937168,40.34747982,2.613403916,-0.242404298,0.116510879,0.333744638,E
11750-3701,46.39621067,22.21791649,42.13441467,38.74306774,4.864386797,0.036442959,0.319779182,-0.216965964,S
11750-3702,1051.954285,378.6709595,156.305439,1393.34494,93.85245132,-0.950084554,0.443734867,0.760448113,E
11750-3703,42.69337368,21.06532526,56.0961237,108.6621094,6.417050004,-0.287145279,0.306792305,0.3843422,E
11750-3704,14.4046154,5.230224927,5.125259876,5.152182897,1.324114998,-0.00227538,0.439981301,-0.101619308,E
11750-6101,37.00279045,73.57863426,232.6986847,367.6760712,23.02877426,-0.198671438,-0.298517246,0.277743299,S
11750-6102,20.11554241,31.86659575,37.12362766,121.3369884,12.5838666,-0.514342803,-0.199803923,0.570297191,S
11750-6104,18.67411041,7.884462237,17.61179399,11.90635681,0.92245619,0.170024703,0.374467845,-0.843500782,S
11750-9101,16.59527683,34.81809521,126.2215557,234.3582115,13.54755497,-0.268746646,-0.321820507,0.364277131,S
11750-9102,24.40951204,52.11379719,46.65867043,166.3587456,12.87295318,-0.552113278,-0.329393621,0.593197265,S
11751-12702,84.25250435,54.52783203,32.11808777,178.2333336,63.63904762,-0.744239249,0.188964588,0.687627835,S
11751-12704,524.997879,297.9663467,885.5804138,863.8573303,54.27881813,0.01078598,0.245990333,-0.138356656,E
11751-12705,2.604897201,13.51244092,13.91656923,42.14115143,5.424494386,-0.481174213,-0.714943219,0.548687408,S
11751-1901,170.4970055,791.4701233,2459.082642,3220.15625,195.6399345,-0.117103821,-0.66671777,0.151001482,S
11751-1902,5.953987718,5.308431745,2.367953062,2.35743165,0.505946867,0.00193398,0.049841697,-0.113234957,E
11751-3701,311.277977,297.4435883,279.7612381,1134.342834,100.002346,-0.607956791,0.019743784,0.624114609,E
11751-3702,505.7200165,743.7414398,662.9577179,2667.912781,161.7845917,-0.604685797,-0.167511837,0.622392238,S
11751-3703,17.51599836,10.73760176,7.88948071,19.79292679,1.419728309,-0.3994616,0.212527603,0.488416399,S
11751-3704,23.72280455,8.975419849,43.52828312,26.81975842,1.72885707,0.210316676,0.422111258,-1.159014911,E
11751-6102,227.9902306,255.4645233,834.1652374,1173.825958,71.96628952,-0.148351622,-0.04941436,0.203506267,S
11751-6103,5.422142982,21.18126631,23.27579737,66.1176548,3.842797101,-0.453412873,-0.591780955,0.529407087,S
11751-6104,25.96685314,14.5078454,14.78193927,32.21672153,1.955599576,-0.33834993,0.252816403,0.435376318,E
11751-9101,31.73422623,66.47128105,78.74828339,276.3104324,15.45704699,-0.545156187,-0.321106135,0.589107243,E
11751-9102,16.02563763,54.17303181,80.10785103,229.1170845,12.99509621,-0.456382393,-0.528967823,0.531524618,E
11755-12701,14.62921596,60.23839188,149.8578262,321.7403488,19.42960644,-0.3318261,-0.614652318,0.429236537,S
11755-12702,21.45048046,24.89391422,29.88630629,112.3636284,12.37139797,-0.575153512,-0.064656165,0.606353681,E
11755-12703,24.40665913,35.0307827,68.7072525,130.3049011,30.73883295,-0.277958169,-0.156941505,0.37444637,S
11755-12704,13.77283907,26.98185778,81.18968582,156.5379143,14.65198636,-0.285118682,-0.292048376,0.382179965,S
11755-12705,14.45409966,20.88997459,28.01893616,88.8500843,12.11726522,-0.501206203,-0.159946867,0.561915049,S
11755-1901,54.14550877,25.88683033,96.64183617,81.90764999,4.560886025,0.071840707,0.320483562,-0.342050139,E
11755-1902,23.64898872,14.1439395,56.76694107,31.33158875,1.887022704,0.258113075,0.223242184,-1.688894016,S
11755-3701,13.38581133,28.73135614,60.75294971,29.96371937,2.539120555,0.306971648,-0.331711426,-2.551680465,E
11755-3702,11.25674979,4.675867558,2.618864457,2.537124077,0.33978037,0.013771315,0.381550811,-0.147048764,E
11755-3703,21.77612543,43.26969624,42.10092831,147.5354729,10.96019888,-0.544604781,-0.298203237,0.588780677,E
11755-6102,21.9056263,8.799111962,25.84317684,19.57370973,1.250539377,0.120672756,0.396116831,-0.556213644,E
11755-6104,88.60964012,74.7410183,287.6965485,313.9336777,18.35746193,-0.037903256,0.073921962,-0.011016124,S
11755-9101,44.89259529,34.22234631,26.29734898,125.8468609,18.69344616,-0.679930417,0.117864931,0.659533121,E
11755-9102,11.94422054,7.14140749,27.55352211,32.5135746,6.182179928,-0.071887598,0.223373999,0.064305294,S
11758-12702,6.871305227,32.05321217,40.24277687,117.248457,7.281580448,-0.464419195,-0.668832318,0.537188068,S
11758-12704,36.30526257,92.64573097,165.1235771,476.354599,47.55498028,-0.460121274,-0.40685583,0.534171543,S
11758-12705,147.4343567,66.62102318,275.7374191,169.0958519,10.34485006,0.212362752,0.344987401,-1.177670069,E
11758-1901,399.041954,647.9597626,891.1086578,2223.59082,136.8894882,-0.397124209,-0.210529479,0.486525234,E
11758-3701,45.326931,143.6957626,270.6821899,616.5733185,37.54376125,-0.357525046,-0.501087647,0.45286219,S
11758-3702,5.395494461,26.29187107,36.16644573,101.5164356,8.056450844,-0.44823053,-0.687790243,0.525678808,S
11758-3703,22.878685,11.10717666,36.2201395,23.4979372,1.430073649,0.18792038,0.313827379,-0.972510002,E
11758-6102,10.03949094,36.27364254,49.59837627,126.598175,7.003673315,-0.406959986,-0.557879477,0.494415242,E
11758-6103,19.48790407,47.13921928,52.50509739,159.9537277,13.14822674,-0.483792897,-0.383617252,0.550448163,S
11758-6104,126.7753754,93.25960922,870.4434662,545.0262146,31.97487974,0.203323178,0.133341314,-1.097412892,S
11758-9102,11.06527877,4.496745706,12.21925163,5.992392838,0.666832238,0.309444332,0.391064031,-2.6093053,E
11760-12701,7.485667229,33.78177261,48.68337059,138.5549469,7.27310276,-0.454241397,-0.654451917,0.529999267,S
11760-12702,8.688803911,12.33257318,11.03545451,40.94062519,2.771127105,-0.569364245,-0.152093705,0.603102767,S
11760-12703,132.4613953,163.2287483,168.4229164,699.2015533,42.3685112,-0.618201201,-0.090707325,0.629441898,S
11760-12704,7.529396176,21.14636326,41.67333603,98.60483551,6.41700995,-0.374039945,-0.448475539,0.46728539,S
11760-12705,10.88271077,13.90990257,11.55184237,40.50372442,9.230850856,-0.544843705,-0.106587001,0.588922221,S
11760-1901,85.66046906,304.0288162,477.135498,1315.64032,73.63277626,-0.440495446,-0.5501343,0.52003509,E
11760-1902,127.2715492,351.6981354,1012.473312,1496.004181,167.8803444,-0.169549223,-0.441438735,0.236203203,E
11760-3701,51.78275013,58.81003284,60.68001842,235.9217758,14.6475668,-0.589722325,-0.05526631,0.614377513,E
11760-3703,95.17919922,45.27214336,181.9069977,167.7542992,9.021339417,0.035175747,0.32271099,-0.212865631,E
11760-3704,3.183443189,17.58677864,23.37164259,21.19888973,1.380914092,0.04237612,-0.742289193,-0.236487222,E
11760-6102,51.7996521,69.93207741,99.96800041,339.7406235,20.02398205,-0.531286474,-0.130349587,0.580783741,E
11760-6103,22.99548864,13.0749836,33.88156986,45.22942257,5.544013858,-0.125457519,0.24520149,0.165577634,S
11760-6104,7.948709329,9.716542562,-2.339122613,5.317700227,7.199389776,-0.356670864,-0.087215142,0.452100521,E
11760-9101,70.40611267,42.14513206,188.7534142,123.1861305,6.655958056,0.185333002,0.222862947,-0.952854651,E
11760-9102,15.61214924,74.01764488,169.8873405,372.1268616,21.64882135,-0.340530002,-0.675872568,0.43740602,S
11761-12701,4.272105575,11.30899096,10.95027423,37.60827923,6.811535001,-0.535858467,-0.42278188,0.583552851,S
11761-12702,12.80495048,10.85654569,32.70777321,55.10282898,6.749667525,-0.226522918,0.071686239,0.314221208,S
11761-12703,15.22161484,20.68211889,35.74651241,70.04621696,8.642616987,-0.292151008,-0.133134302,0.389633677,S
11761-12704,34.36415577,114.1241627,218.31007,603.2070465,33.71300697,-0.441392637,-0.521271925,0.520694615,S
11761-12705,93.6675663,75.03980446,510.3860779,441.7389526,27.66670036,0.062733122,0.096297543,-0.307789369,S
11761-1901,21.86846781,17.12232018,17.76472902,47.33347321,2.554494143,-0.425609786,0.106255742,0.508899805,E
11761-1902,50.84501553,153.8341942,216.9648857,605.3564148,35.08483315,-0.445621697,-0.480804497,0.523785993,E
11761-3701,31.89677715,8.100330651,39.55980492,26.79718924,1.975683957,0.169164898,0.595244057,-0.837688911,E
11761-3702,0.336060345,7.650018811,12.73516989,9.117589474,1.01643838,0.145124709,-1.357245234,-0.687643566,E
11761-3703,77.0821743,153.9887161,481.8088531,933.674942,58.68994904,-0.287320928,-0.300534942,0.384529059,S
11761-3704,16.69322968,6.536852598,17.59621286,17.92682028,1.145705849,-0.008084058,0.407171677,-0.085926253,E
11761-6101,39.01652431,30.47383595,77.19377708,44.912817,2.758275449,0.235211996,0.107321454,-1.408088443,E
11761-6102,21.33532763,40.82414627,63.83561802,146.9966812,9.977254152,-0.362244462,-0.281817795,0.457042284,S
11761-6103,177.8107872,96.44223785,32.68696499,299.9274368,28.83651066,-0.962641598,0.265690825,0.764213117,S
11761-6104,62.19593334,106.7602787,159.6231613,307.471283,19.73609734,-0.284708652,-0.234647709,0.38174108,E
11761-9101,28.82895947,28.63321114,22.40617895,95.45707703,10.19627142,-0.629440332,0.002958912,0.635172255,S
11761-9102,31.17812347,35.65989518,114.3804111,91.07171631,6.125839114,0.098968132,-0.05833009,-0.454063631,E
11826-12702,168.3147964,94.01856613,44.55041218,317.1819534,20.316401,-0.852456743,0.252908673,0.728737276,S
11826-12703,172.2592316,115.7688427,60.90364647,373.8935242,35.58864689,-0.788104647,0.172590814,0.705143672,S
11826-12704,3.952359736,10.15662432,12.32013464,32.62927246,2.228255808,-0.422991936,-0.409892922,0.506903126,S
11826-1901,57.05331993,62.64625072,114.9000301,217.0109825,13.11734462,-0.276161571,-0.040614163,0.37248269,E
11826-1902,79.22919083,145.5392723,173.9292107,561.2883759,44.42418003,-0.508813522,-0.264094979,0.566796513,E
11826-3701,45.18779659,140.7510071,181.3682556,541.8551025,28.62613249,-0.475321891,-0.493430346,0.544717154,E
11826-3703,23.94440937,92.98822594,146.5007858,400.334938,24.11616564,-0.436583539,-0.589223833,0.517144192,E
11826-3704,61.33568859,88.20951653,113.698967,272.9047012,15.43008208,-0.380254498,-0.157802196,0.472567747,E
11826-6101,8.479303996,12.37631925,-1.220306913,1.331357201,0.452192793,-0.03782552,-0.164231298,-0.011199971,E
11826-6102,35.7723217,33.32908678,68.80609322,48.50993061,2.840373158,0.151796246,0.030723714,-0.727010697,E
11826-6103,40.12347317,37.19706726,116.1632843,182.7227364,10.3710258,-0.196723708,0.032889819,0.275078282,S
11826-6104,40.03980446,97.79355812,193.2127953,388.3679581,21.29693174,-0.303207508,-0.3878183,0.401078535,S
11826-9101,114.0454731,294.2577744,332.9700165,1046.12738,66.88248253,-0.497179441,-0.411649895,0.559300076,S
11826-9102,11.05840047,9.946482658,6.903127352,4.723013878,3.170740902,0.164826664,0.046022784,-0.808864015,E
11827-12702,4.354247212,6.028158449,11.58213115,6.010646701,0.420221265,0.284867277,-0.141271577,-2.104933439,E
11827-12703,5.729046583,3.774753153,6.800381899,3.727746248,0.360392533,0.261086961,0.181193797,-1.729875191,S
11827-12704,12.4630444,11.52500296,42.4581604,47.47219086,6.791122079,-0.048478102,0.033983097,0.013479722,S
11827-12705,334.1109161,196.2200394,103.4423885,638.8757782,46.73004055,-0.790717883,0.231147307,0.706148689,S
11827-1902,110.5199986,444.9240189,2788.074768,3658.078796,235.4109192,-0.11794864,-0.604844981,0.152494411,E
11827-3702,11.76834273,10.49039203,33.76740503,20.01106787,1.285063937,0.227227422,0.04992359,-1.32263963,E
11827-6101,37.49393082,19.88060856,76.27343941,49.10541058,3.0705176,0.191243984,0.275531299,-0.998293579,E
11827-6102,27.41853285,86.90076256,295.7985153,681.6052551,38.81942272,-0.36253694,-0.500979375,0.457299779,S
11827-6103,38.10778904,17.00321579,110.2721348,70.87685394,4.590323925,0.19196135,0.350482686,-1.003939586,E
11827-6104,23.39103317,8.959794402,21.04914141,22.83827257,1.37980637,-0.035428866,0.416751361,-0.016895848,S
11827-9101,0.589375362,1.755900554,3.676774323,2.28281673,0.445527114,0.206995927,-0.474107939,-1.129355719,S
11830-12702,113.300148,39.24846029,346.930069,173.3872643,11.59489679,0.301224748,0.460407853,-2.424273974,S
11830-12705,5.900672436,5.541172385,4.935896635,18.11925077,2.295729399,-0.564774179,0.027299845,0.6004994,S
11830-1901,42.69623566,33.24087286,6.10046339,43.71827698,3.040698647,-0.855300212,0.108717168,0.729726928,E
11830-1902,264.3218765,78.96897507,188.7996712,316.7911453,23.53209877,-0.2247718,0.524676608,0.312013876,E
11830-3701,25.42173719,8.725578427,34.70483208,11.89947498,1.151030958,0.464862147,0.464410998,-117.5366408,S
11830-3702,29.59996843,25.27867365,80.00078392,107.3146267,12.43141508,-0.127564677,0.068536965,0.169189996,S
11830-3703,30.88466501,30.05146313,84.52764893,154.9658546,9.659195185,-0.263237226,0.011877274,0.35807279,S
11830-3704,12.70713758,28.65245056,55.19071102,135.9907494,8.186841488,-0.391643378,-0.35311404,0.482050498,S
11830-6101,15.91379499,31.68283939,46.81539345,130.4651489,7.02269268,-0.445105837,-0.299050337,0.523410437,S
11830-6102,65.05617905,17.70223641,405.3483047,1148.135437,67.69867706,-0.452164761,0.565260416,0.528513001,S
11830-6103,23.17112112,10.26727176,42.71743107,29.2838192,2.434252739,0.16397741,0.35349199,-0.803316902,S
11830-6104,29.05622196,16.24138951,52.49228859,69.40071297,7.401286483,-0.121268424,0.252615962,0.158319675,S
11830-9101,50.40720749,36.04925251,57.43966103,48.12915993,3.383125126,0.076803587,0.145596375,-0.361387499,E
11830-9102,38.97445583,22.05609393,90.463974,49.37570381,2.894705832,0.262962363,0.247251458,-1.756324196,S
11831-12701,59.26406765,43.95405149,152.9202423,83.57892609,5.053927183,0.262368191,0.129792544,-1.747892815,E
11831-12702,1179.752594,155.6700172,995.0004578,526.2192841,37.52668571,0.276656521,0.879585967,-1.965006849,S
11831-12703,6.130868912,19.00706196,40.0770607,81.77951622,9.93679595,-0.309748675,-0.49139296,0.407696651,S
11831-12704,7.800814509,10.91716003,24.49025488,43.76470089,7.751473665,-0.25213066,-0.145969725,0.345277522,S
11831-1901,600.0745392,327.5792999,187.6799278,1158.792816,94.25038528,-0.790587966,0.26288875,0.706098824,E
11831-3701,323.1942596,322.3469162,1072.933044,1633.100189,110.3718948,-0.182440208,0.001140119,0.255048425,S
11831-3703,39.2244463,27.08660722,108.6924534,61.28168583,4.284455895,0.248868688,0.160802212,-1.568541943,E
11831-3704,75.96557617,260.8640785,574.5174408,1154.689514,73.74384689,-0.303162005,-0.535797444,0.401032104,S
11831-6101,26.79703522,119.6771679,192.8811188,536.4780426,33.51102257,-0.444262235,-0.649924556,0.522795366,S
11831-6102,15.51463842,23.40672588,69.43148613,125.133091,10.43010783,-0.255815711,-0.178599011,0.349566278,S
11831-6103,162.7076759,151.7863922,115.0502949,535.7029419,35.73763466,-0.668036295,0.030175203,0.653988976,E
11831-9102,151.9571838,173.6893539,168.6445694,620.7323456,39.69717503,-0.565932016,-0.058051963,0.60115827,S
11832-12701,14.21916509,24.683496,23.0294733,78.6126709,19.84760153,-0.533208546,-0.239532574,0.581950954,S
11832-12702,0.762999728,6.087573886,7.688698769,15.88761997,2.558102638,-0.315205997,-0.901919862,0.413133799,S
11832-12704,11.22363043,42.50426483,62.83595657,174.5212898,10.12286353,-0.443640183,-0.578299151,0.5223411,S
11832-12705,11.43920231,25.76494169,40.35164642,115.4412441,6.716721296,-0.456499739,-0.352633423,0.531608018,E
11832-1901,25.04981565,12.13417923,27.4058814,29.9814043,1.734135628,-0.039008197,0.314794129,-0.008408992,E
11832-1902,72.87220383,148.3394051,280.6599808,604.3471069,38.78753853,-0.333105956,-0.308694629,0.430448916,E
11832-3702,170.650589,114.6389885,376.3578949,348.9132233,21.63363218,0.032883602,0.172775446,-0.205509303,E
11832-3703,2.652399391,4.54314065,-0.421195209,1.341962367,0.337849207,-0.503256914,-0.233717263,0.563238463,E
11832-3704,53.11427021,255.8528938,559.3344421,1454.332367,88.01106644,-0.414992107,-0.682779115,0.500728316,E
11832-6101,4.947566509,5.718407631,2.104518667,5.271611631,1.102501854,-0.398790625,-0.062883469,0.48787456,E
11832-6102,6.033475399,20.77745867,40.43118286,82.3706913,9.978728056,-0.309056264,-0.537024881,0.407001353,E
11832-6104,10.02722716,15.80299497,31.38090944,61.93497562,4.335679173,-0.295270445,-0.197558548,0.392896174,E
11832-9101,23.96805,17.7084074,44.00375843,40.45253754,3.242690325,0.036544002,0.131453197,-0.217293943,S
11832-9102,15.50526595,37.71542454,48.38937187,142.9101257,8.40860939,-0.470313017,-0.386039781,0.541279851,S
11833-12701,14.86515713,38.69570351,63.24514389,177.390686,10.84171748,-0.447903628,-0.415493243,0.525442217,E
11833-12702,10.00654292,26.74159718,45.32300854,119.7557316,11.21685266,-0.421977578,-0.42690328,0.506126307,S
11833-12703,42.47949314,58.58799744,49.30080795,177.3843803,10.53708053,-0.556061339,-0.139629328,0.595493632,S
11833-12704,6.289797068,12.7546289,19.97700644,41.61800194,2.269907713,-0.318750817,-0.307031193,0.416625206,S
11833-12705,38.0989027,103.0183144,148.6415787,356.115242,20.22775507,-0.379450253,-0.432001972,0.471888495,S
11833-1901,42.17560291,13.35613906,103.9888878,85.91796494,4.866854787,0.082902952,0.499380367,-0.385832217,S
11833-1902,38.01553059,89.27983856,157.3296547,324.5762787,17.78315639,-0.314506187,-0.37079234,0.412440804,E
11833-3701,30.53400564,7.140913934,13.023031,8.155312598,3.658944249,0.203271462,0.631029983,-1.096969381,E
11833-3702,5823.954468,1067.361588,3850.820801,4288.056396,310.7431717,-0.04670718,0.736906402,0.009447408,S
11833-3703,31.07808542,12.35594428,28.81554651,25.2148335,1.603539333,0.057970756,0.400578315,-0.290477439,E
11833-3704,52.66101933,84.97198296,123.9948273,308.6711655,17.24790192,-0.396092494,-0.207786492,0.485687234,E
11833-6101,6.613972425,9.532572508,21.46900272,42.53369713,8.145407438,-0.296921263,-0.158747737,0.39461196,S
11833-6102,22.27569246,49.04961109,111.0355129,217.0274124,13.18385696,-0.291052689,-0.342804355,0.388478622,S
11833-6103,27.29889584,86.50310326,124.7363091,335.5406342,17.58269596,-0.429752232,-0.500886606,0.51203558,S
11833-6104,28.15694952,15.01132941,51.0911808,54.08719826,6.661456108,-0.024748545,0.273166447,-0.042949557,S
11833-9101,42.2554245,28.20495152,47.56573772,42.18819332,2.459236383,0.052103309,0.175557111,-0.269690909,E
11863-12701,13.76346707,15.21891189,10.90964007,45.22776127,12.93827152,-0.617594668,-0.043655754,0.629129284,E
11863-12702,9.689905643,5.99587056,8.467372656,10.30061793,3.683224261,-0.085114605,0.208467299,0.091127813,S
11863-12703,15.08922625,12.92504811,34.38337517,54.36222935,6.92929852,-0.198948752,0.067234802,0.278121478,S
11863-12704,28.62332535,8.12800163,45.50263023,33.20727587,2.177405834,0.136803251,0.546736305,-0.640750157,S
11863-1902,42.97257137,34.75575376,43.51531124,46.16495657,3.249121666,-0.025670337,0.09216463,-0.040656657,E
11863-3701,6.067987283,1.880586227,-3.375737985,0.829468091,0.385846486,0.609569047,0.508751411,5.560596593,E
11863-3702,35.26023865,18.8826468,58.83188629,56.7782793,3.529602647,0.015430546,0.271222378,-0.151929149,E
11863-3704,24.26936579,12.76752944,44.45626354,30.45278406,1.81065473,0.164305955,0.278951559,-0.805459221,E
11863-6101,10.74379301,5.962956965,12.61140513,6.334421217,0.587170519,0.299056538,0.255695958,-2.378431304,E
11863-6102,5.170281351,17.31035185,4.832745641,7.118831277,0.978695512,-0.168214762,-0.524791719,0.234208883,E
11863-6104,12.83824968,13.49266627,6.969665408,9.392913461,1.742267728,-0.129588392,-0.021591961,0.172635407,E
11863-9101,20.48592472,13.33783627,21.56943178,32.35634613,1.843669266,-0.176120768,0.186370191,0.245904051,E
11863-9102,45.23948383,94.53240776,388.5341339,519.8101654,30.74350071,-0.126415589,-0.320063078,0.167223247,S
11872-12701,14.16484451,10.3321623,25.31946516,12.51378858,1.004590884,0.306065714,0.137020592,-2.531003188,S
11872-12702,21.38583755,63.48834038,158.6776505,315.5970306,21.25757742,-0.298617147,-0.472567711,0.396366912,S
11872-12703,9.412864208,11.2865396,14.71237898,11.68198609,0.948246866,0.100166219,-0.078839016,-0.459389619,E
11872-12704,7.069205403,53.12687492,78.09262466,223.8731766,14.06724262,-0.457392042,-0.875943669,0.532241498,S
11872-12705,94.81289673,54.98243904,158.2189713,224.077858,12.9771204,-0.151140388,0.236643414,0.207935378,S
11872-1901,19.47559166,18.07820702,8.747467677,9.495844205,2.010775169,-0.035651234,0.032335305,-0.016365096,E
11872-3701,46.85406685,26.14880466,75.13211441,87.26619339,5.152906895,-0.065020421,0.253295452,0.049856603,E
11872-3702,13.48117399,7.498198926,15.86359572,16.21056294,1.477909893,-0.009396463,0.254770756,-0.08243325,E
11872-3703,42.3163805,26.7004807,79.22192764,58.77528477,4.167066216,0.129650664,0.199989433,-0.602276155,E
11872-3704,9.588735898,5.486937205,1.186739842,0.981066068,0.427298208,0.082657268,0.242431367,-0.384832699,E
11872-6101,7.059870362,5.72041744,3.298750818,17.08104348,3.807105005,-0.714164887,0.091369004,0.674869036,S
11872-6102,5.532719851,2.636505693,3.843326688,3.141703427,0.61550197,0.087542116,0.321909967,-0.404946856,S
11872-6103,23.17829657,9.088652909,43.20583344,25.45104265,1.869204581,0.229836808,0.406581997,-1.349939595,E
11872-6104,59.04349518,24.08885002,149.2560425,76.4070015,5.128648996,0.290798766,0.389355991,-2.213994407,S
11872-9101,10.99027801,26.1742382,48.76035786,119.5266933,7.760472655,-0.389398021,-0.376865372,0.480200832,S
11872-9102,55.93964481,26.53206182,158.6528587,57.08489513,3.414788604,0.443926694,0.323948704,-22.20557588,S
11940-12701,89.01044655,28.36912894,196.4385338,119.1122971,7.19119513,0.217270084,0.496594979,-1.223643819,S
11940-12702,50.53128624,21.17139339,100.0160694,92.95247459,5.229229569,0.031808827,0.377810911,-0.202086462,E
11940-12703,3.718625625,4.388552666,0.868902544,0.761795104,0.223169819,0.057132892,-0.071938857,-0.287472989,S
11940-12704,183.582489,41.8602829,207.1749344,283.0553589,16.3453126,-0.135534172,0.642029095,0.182624977,E
11940-1902,94.08551216,94.37100792,364.4141998,420.299057,23.3385272,-0.061963124,-0.00131584,0.043303975,S
