plateifu,Classification,log(N/Ha),log(O/Hb)
8715-12701,Unclassified,0.026684653,0.188979024
8715-12702,Passive,0.350958958,0.449797537
8715-12703,Passive,0.281564543,-0.184466217
8715-12704,SFG,-0.842621884,0.295706169
8715-12705,Passive,0.067616198,0.273844496
8715-1901,Unclassified,-0.39542887,-0.485197544
8715-1902,SFG,-0.637277625,0.091654449
8715-3701,Passive,0.302662144,0.333931876
8715-3702,AGN,0.115896239,1.081086344
8715-3703,Passive,0.009573891,0.368096637
8715-3704,Passive,0.003907812,-0.15016567
8715-6101,SFG,-0.289344409,-0.371001733
8715-6102,SFG,-0.61724927,-0.096780202
8715-6103,Unclassified,-0.241240718,0.253859726
8715-6104,Passive,-0.330017511,-0.166248689
8715-9101,SFG,-0.318711038,-0.601190213
8715-9102,SFG,-0.424575029,-0.460023309
8716-12701,Passive,-0.831587107,-0.103591083
8716-12702,SFG,-0.893954289,0.176297999
8716-12703,SFG,-0.494305749,-0.2208963
8716-12704,SFG,-0.365512408,-0.388500106
8716-12705,SFG,-0.35614501,-0.454941224
8716-1901,Passive,-0.63683801,-0.219786633
8716-1902,Passive,0.198426948,2.159666317
8716-3701,SFG,-0.143303214,0.03545534
8716-3702,SFG,-0.424997954,-1.514404216
8716-3703,Passive,0.111407499,0.311945846
8716-3704,Unclassified,-0.36366104,-0.281104914
8716-6101,SFG,-0.479279292,-0.408966867
8716-6102,SFG,-0.420631182,-0.5688139
8716-6103,Unclassified,-0.138380641,-0.14892632
8716-6104,Passive,-0.041258419,-0.1949462
8716-9101,Unclassified,-0.130275289,0.280363966
8716-9102,SFG,-0.451610454,-0.480694716
8717-12701,Unclassified,-0.292287632,-0.172677539
8717-12702,Passive,-0.074301966,0.144890426
8717-12703,SFG,-0.770818484,0.113128298
8717-12704,Unclassified,-0.693910796,-0.067362607
8717-12705,SFG,-0.790856332,0.048052481
8717-1901,Passive,0.134636213,0.189021284
8717-1902,Unclassified,-0.055845124,0.404522018
8717-3701,Passive,0.739306834,0.06216206
8717-3702,Passive,-0.173409188,-0.431238002
8717-3703,SFG,-0.434192429,-0.375461006
8717-3704,SFG,-0.411427663,-0.71797201
8717-6101,Passive,-0.019362721,0.16618849
8717-6102,SFG,-0.271365029,-0.216703824
8717-6103,Passive,0.226493226,-0.573135679
8717-6104,Passive,0.125062088,0.009502614
8717-9101,AGN,0.024604713,0.226855541
8717-9102,Passive,0.207405786,0.076885625
8718-12701,AGN,-0.011577833,0.731992345
8718-12702,AGN,0.133715024,0.893462859
8718-12703,SFG,-0.722261762,-0.078180683
8718-12704,Unclassified,-0.749415782,0.153103141
8718-12705,Unclassified,-0.735889024,0.174170644
8718-1901,Unclassified,0.16119285,0.440984778
8718-1902,SFG,-0.604933555,0.107624311
8718-3701,Passive,0.341002218,0.306520007
8718-3702,Passive,0.15972484,0.359632749
8718-3703,SFG,-0.652825946,0.006975018
8718-3704,Passive,0.004605306,-0.088952469
8718-6101,Passive,0.232322193,0.790828138
8718-6102,SFG,-0.155442581,-0.242741001
8718-6103,Passive,-0.06540925,0.068422965
8718-6104,SFG,-0.480878229,-0.283886668
8718-9101,SFG,-0.369787955,-0.674966057
8718-9102,Passive,-0.693278925,-0.229316402
8719-12701,Unclassified,-0.334191219,0.010987752
8719-12702,SFG,-0.562958996,-0.009019225
8719-12703,Passive,0.21089326,0.451426674
8719-12704,Passive,-0.862047715,0.038064122
8719-12705,SFG,-0.868695991,0.266871752
8719-1901,Passive,-0.351750595,-0.082740401
8719-1902,Unclassified,-0.434480359,0.507883516
8719-3702,SFG,-0.562024393,-0.098152743
8719-3703,SFG,-0.498453857,-0.326247882
8719-3704,Passive,0.230855413,-0.108328277
8719-6101,SFG,-0.420028031,-0.349109806
8719-6102,Unclassified,-0.523175128,-0.112632156
8719-6103,AGN,0.022369432,0.319993308
8719-6104,SFG,-0.548227996,-0.304157096
8719-9101,SFG,-1.045006516,0.380433514
8719-9102,SFG,-0.259197636,-0.097319203
8720-12701,Unclassified,-0.012767721,0.12368263
8720-12702,Passive,0.073202551,0.223227528
8720-12703,Passive,-0.200213293,0.032976296
8720-12704,SFG,-0.7308686,0.042888196
8720-12705,Passive,0.149312219,-0.111995282
8720-1901,AGN,-0.261651188,0.991155028
8720-1902,SFG,-0.468071101,-0.238385278
8720-3701,SFG,-0.202230758,0.027861206
8720-3702,Passive,0.202874049,0.078552726
8720-3703,Unclassified,0.124023224,0.264859429
8720-3704,Passive,0.09079727,0.318854244
8720-6101,Passive,0.118023863,0.576570908
8720-6102,Unclassified,-0.53110611,-0.300670469
8720-6103,SFG,-0.723165533,0.147854432
8720-6104,SFG,-0.954687972,0.185014681
8720-9101,Passive,0.134755375,0.337518151
8720-9102,Passive,-0.064355721,0.237187541
8721-12701,Passive,0.237220309,-0.195570433
8721-12702,SFG,-0.477740154,-0.395605938
8721-12703,AGN,0.254116951,0.004930131
8721-12704,Passive,0.015908811,0.205195041
8721-12705,Unclassified,-0.513798331,-0.617633794
8721-1901,Passive,0.061167774,-0.020102311
8721-1902,Passive,-0.885186049,-0.082890105
8721-3701,SFG,-0.347460639,-0.409234442
8721-3702,Unclassified,-0.63112385,-0.099390408
8721-3703,Passive,0.019297078,0.531406526
8721-3704,Passive,-0.258854755,0.881937205
8721-6101,SFG,-0.531810712,-0.117640174
8721-6102,SFG,-0.342586957,-0.235327233
8721-6103,AGN,0.197582831,0.24029471
8721-6104,Passive,0.2734687,0.427666826
8721-9101,Passive,-0.420865557,-0.471722361
8721-9102,Passive,-0.481862616,-0.040411164
8722-12701,Passive,0.350145781,0.259281213
8722-12702,Unclassified,0.126958142,0.28483607
8722-12703,SFG,-0.426221799,-0.539425135
8722-12704,Unclassified,-0.429546089,-0.475577386
8722-12705,SFG,-0.433196497,-0.559908871
8722-1901,AGN,0.053165474,-0.008383327
8722-1902,SFG,-0.521150539,-0.34830019
8722-3701,SFG,-1.046970838,0.434661314
8722-3702,Passive,0.22754456,0.327193129
8722-3703,SFG,-0.616176191,-0.057807755
8722-3704,Passive,0.063211767,-0.075130071
8722-6101,Passive,0.027233012,0.067046395
8722-6102,Passive,-0.11741514,-0.665438756
8722-6103,Passive,0.000641373,0.16606844
8722-6104,Passive,-0.07607792,0.161241113
8722-9101,Passive,0.263027921,0.116299427
8722-9102,Unclassified,0.119100706,0.717115166
8723-12701,SFG,-0.315464366,-0.287698653
8723-12702,Passive,-0.096784922,0.283661179
8723-12703,SFG,-0.341274323,-0.208103253
8723-12704,AGN,0.168493116,0.605997412
8723-12705,AGN,0.213619289,0.391017689
8723-1901,SFG,-0.21159139,-0.069232539
8723-1902,SFG,-0.28388046,-0.27700143
8723-3701,Passive,-0.021156149,0.135809134
8723-3702,SFG,-0.246266995,0.205069687
8723-3703,SFG,-0.268298553,-0.157336673
8723-3704,Passive,0.023004119,0.176201221
8723-6101,SFG,-0.495507502,-0.592500603
8723-6102,Unclassified,-0.046456935,0.004989528
8723-6103,Passive,-0.166995014,0.134470619
8723-6104,AGN,0.029143805,0.661320793
8723-9101,Passive,0.037517231,0.286758602
8723-9102,AGN,0.129346216,0.070530124
8724-12701,SFG,-0.286535057,-0.510661071
8724-12702,Passive,-0.313558124,-0.498295643
8724-12703,Unclassified,0.280225355,-0.750750239
8724-12704,Unclassified,-0.58142894,-0.292826136
8724-12705,SFG,-0.387613447,-0.099166798
8724-1902,SFG,-0.433404705,-0.611051294
8724-3701,Passive,0.227727194,0.191300291
8724-3702,Unclassified,0.037768803,0.255658487
8724-3703,Passive,-0.489916371,0.522063071
8724-3704,SFG,-0.478728593,-0.656269701
8724-6101,Passive,0.478400572,0.65839856
8724-6102,Passive,-0.232061568,0.319190862
8724-6103,SFG,-0.53996632,-0.074132459
8724-6104,Passive,0.109396917,0.427913806
8724-9101,SFG,-0.5321895,-0.245555451
8724-9102,SFG,-0.537564567,-0.309988218
8725-12701,Unclassified,-0.201883347,-0.018399091
8725-12702,Unclassified,-0.38802999,-0.355237345
8725-12703,Passive,0.146679585,0.266469103
8725-12704,Passive,0.058430099,-0.279630722
8725-12705,Passive,-0.168150079,0.07093176
8725-1901,Passive,0.005882215,0.097760904
8725-1902,Unclassified,0.192965093,0.269542721
8725-3701,SFG,-0.715188928,0.164453399
8725-3702,Passive,0.372419144,0.029770935
8725-3703,SFG,-0.303582265,-0.584247144
8725-3704,Passive,0.102742081,0.32786687
8725-6101,Passive,-0.253962422,0.113197291
8725-6102,SFG,-0.297097525,-0.615227446
8725-6103,Passive,-0.081672692,-0.039025847
8725-6104,Passive,-0.105470716,0.737613113
8725-9101,SFG,-1.272408259,0.512579119
8725-9102,AGN,-0.169857474,0.689474187
8936-12701,Passive,-0.015947991,-0.04385357
8936-12702,Passive,0.170434911,0.195826307
8936-12703,SFG,-0.937444656,0.010215234
8936-12704,SFG,-0.974973221,0.387193739
8936-3701,Passive,0.220112674,-0.072847066
8936-3702,Passive,0.106407772,0.499328302
8936-3703,Passive,-0.461879527,-0.180659187
8936-3704,Passive,-0.18627477,0.495571298
8936-6101,Unclassified,-0.002598603,-0.215735474
8936-6102,Passive,0.099029325,0.55542887
8936-6103,Passive,-0.153685895,0.093916882
8936-6104,SFG,-1.063493373,0.485737498
8936-9101,Passive,0.046708523,-0.059120883
8936-9102,Passive,0.1684077,0.362973716
8937-12701,SFG,-0.348539343,-0.143141975
8938-12701,Unclassified,-0.269843138,-0.282608792
8938-12702,AGN,0.20032985,0.243356225
8938-12703,Passive,-0.112372443,0.35098263
8938-12704,Unclassified,-0.234689672,-0.044312368
8938-12705,SFG,-0.547508693,-0.130500191
8938-1901,Passive,0.183056092,-0.048420887
8938-3701,SFG,-0.235114936,-0.473233511
8938-3702,Passive,0.085352618,0.261997946
8938-3703,SFG,-0.389518239,-0.666527527
8938-6104,Passive,1.017005207,0.576106622
8938-9101,SFG,-0.37612536,-0.487475265
8938-9102,Passive,-0.143665462,0.102584491
8943-12701,Unclassified,0.00620536,0.197282382
8943-12702,Unclassified,-0.452514788,-0.281542538
8943-12703,SFG,-0.525447904,-0.196189176
8943-12704,SFG,-0.658228778,0.239652771
8943-12705,Passive,-1.041504761,-0.112540035
8943-1901,SFG,-0.305066043,-0.21481836
8943-1902,Unclassified,0.194434917,0.159048038
8943-3701,Passive,0.170231735,-0.393542495
8943-3702,AGN,0.00519299,0.018064803
8943-3703,Passive,0.189108867,0.287593649
8943-3704,Passive,0.041306203,-0.035095071
8943-6101,Passive,0.269411447,-0.098752283
8943-6102,SFG,-0.353523417,-0.174525364
8943-6103,SFG,-0.81470722,0.015732849
8943-6104,Passive,0.054792901,-0.043616624
8943-9101,AGN,-0.163133951,0.233451656
8943-9102,Passive,0.131490655,0.205730521
8944-12701,Passive,-0.167217632,0.468528954
8944-12702,SFG,-0.322577943,-0.327480139
8944-12703,SFG,-0.473932892,-0.930195676
8944-12704,Passive,0.191538725,0.03595527
8944-12705,SFG,-0.266329398,-0.139218027
8944-1901,SFG,-0.837153206,0.155989832
8944-1902,Passive,-0.029504681,0.458781066
8944-3701,SFG,-0.68430806,-0.019589986
8944-3702,Passive,-0.228620679,-0.049997635
8944-3703,SFG,-0.414136399,-0.62845778
8944-3704,SFG,-0.464549635,-0.70131226
8944-6101,SFG,-0.584866276,-0.123268674
8944-6102,Passive,0.398801649,-0.287656161
8944-6103,SFG,-0.456880616,-0.71525036
8944-6104,SFG,-0.693646399,0.088602264
8944-9101,SFG,-0.641367617,0.017758673
8944-9102,SFG,-0.720588342,0.050680951
8945-12701,SFG,-0.440799572,-0.362846911
8945-12702,SFG,-0.420708624,-0.562079854
8945-12703,Unclassified,-0.033255698,0.518493674
8945-12704,Unclassified,-0.530605764,-0.206259269
8945-12705,SFG,-0.442763552,-0.34933164
8945-1901,Unclassified,-0.278052744,0.253406017
8945-1902,Passive,-0.348603572,-0.21921053
8945-3701,Passive,-0.488651069,0.100215358
8945-3702,SFG,-0.677274905,0.082864443
8945-3703,Unclassified,0.023863886,0.452678299
8945-3704,Unclassified,0.439656937,0.278505639
8945-6101,SFG,-0.411394931,-0.336756003
8945-6102,Unclassified,0.120967456,0.077164056
8945-6103,SFG,-0.15668205,0.149490039
8945-6104,Passive,0.101669152,0.254728412
8945-9101,SFG,-0.466668966,-0.216151538
8945-9102,SFG,-0.134396959,-0.143767159
8946-12701,Passive,0.258733075,0.008190188
8946-12702,Passive,0.203474124,0.423762312
8946-12703,Passive,-0.055130695,0.049743198
8946-12704,Unclassified,-0.80497152,0.134279841
8946-12705,Passive,0.028230807,0.398226808
8946-1901,Unclassified,-0.1384903,0.303077485
8946-1902,Passive,-2.01325974,0.181495464
8946-3701,AGN,-0.087679218,0.533837139
8946-3702,SFG,-0.610627881,-0.195428329
8946-3703,AGN,0.115406016,0.241075041
8946-3704,Unclassified,0.157986353,0.25829909
8946-6101,SFG,-0.393254283,-0.634800374
8946-6102,SFG,-0.294075158,-0.497576639
8946-6103,SFG,-0.762077836,0.266342607
8946-6104,Passive,-0.062412452,-0.49714924
8946-9101,SFG,-0.50817228,-0.433832689
8946-9102,Unclassified,0.069628644,-0.144675101
8947-12701,Unclassified,-0.235799113,0.146172908
8947-12702,SFG,-0.60841394,-0.234466274
8947-12703,Unclassified,0.039020726,0.608980403
8947-12704,AGN,0.13629535,0.2686647
8947-12705,Unclassified,-0.346866483,-0.412295784
8947-1901,SFG,-0.29063522,-0.46591968
8947-1902,Unclassified,-0.132430293,0.148261627
8947-3701,AGN,-0.3826746,0.875731329
8947-3702,Unclassified,0.029466497,0.130192161
8947-3703,Passive,0.191298345,0.725226418
8947-3704,Passive,0.128901316,0.824820706
8947-6101,Passive,0.415852834,0.416105329
8947-6103,SFG,-0.430986466,-0.547601416
8947-6104,Passive,0.081696578,0.026393554
8947-9101,SFG,-0.262038007,-0.525887338
8947-9102,AGN,0.266729292,0.191954662
8948-12701,SFG,-0.433104617,-0.166279386
8948-12702,Unclassified,0.25120452,0.253661723
8948-12703,SFG,-0.470452795,-0.658618246
8948-12704,AGN,-0.020706799,0.256036795
8948-12705,SFG,-0.455395539,-0.572397415
8948-1901,AGN,0.040784034,0.138522961
8948-1902,Passive,0.409917809,0.325332034
8948-3701,SFG,-0.660148392,-0.0048152
8948-3702,Unclassified,0.094079689,0.396341285
8948-3703,SFG,-0.641724672,-0.138073331
8948-3704,Passive,0.437552149,0.643832603
8948-6101,SFG,-0.425331572,-0.76582771
8948-6102,Passive,0.207625458,0.263346088
8948-6103,Unclassified,-0.363577263,0.259210451
8948-6104,Passive,0.349798725,-0.561333427
8948-9101,SFG,-0.578703664,-0.041242248
8948-9102,Passive,-0.117636323,-0.919154145
8977-12701,Unclassified,-0.250480523,-0.164421122
8977-12702,SFG,-0.549506398,-0.139140965
8977-12703,Passive,0.252341229,0.440479336
8977-12704,SFG,-1.084350746,0.509026204
8977-12705,Unclassified,-0.794423921,-0.025382855
8977-1901,SFG,-0.631570206,0.483688322
8977-1902,Passive,-0.396865536,-0.004447574
8977-3701,Passive,-0.169229187,-0.145046293
8977-3702,Passive,0.150928367,0.193134664
8977-3703,Passive,0.229327813,0.747150175
8977-3704,SFG,-0.819803207,0.273875496
8977-6101,Passive,0.034431179,0.100499276
8977-6102,SFG,-0.405317283,-0.452588823
8977-6103,AGN,-0.023143028,0.087623755
8977-6104,SFG,-0.414568022,-0.544098286
8977-9101,AGN,0.225991968,0.237267411
8977-9102,SFG,-0.410068532,-0.493678604
8978-12701,SFG,-0.385055809,-0.179987404
8978-12702,SFG,-0.307310891,-0.241445087
8978-12703,SFG,-0.612651365,-0.069719668
8978-12704,AGN,-0.012713975,0.052371625
8978-12705,AGN,-0.035768283,0.136732829
8978-1901,Passive,-0.198030191,0.525146432
8978-1902,Passive,0.022743477,0.493850525
8978-3701,SFG,-0.309984754,-0.650584737
8978-3702,Passive,0.228410554,0.410836421
8978-3703,Unclassified,0.102170673,0.490152796
8978-3704,Unclassified,-0.048454999,0.146080487
8978-6101,SFG,-0.233904052,-0.267504395
8978-6102,Unclassified,-0.047550554,0.080938698
8978-6103,Unclassified,0.181215446,0.345696221
8978-6104,AGN,-0.191742087,0.479974787
8978-9101,AGN,0.190084777,0.272337297
8978-9102,Passive,0.017404955,0.101426599
8979-12701,AGN,0.20087952,0.328982335
8979-12702,Passive,-0.184207123,0.013491637
8979-12703,Unclassified,-0.717092014,-0.124242408
8979-12704,Passive,-0.020929679,0.155619893
8979-12705,Passive,0.02708117,1.03337896
8979-1901,Unclassified,-0.327627357,0.42589786
8979-1902,AGN,0.113668299,-0.429137828
8979-3701,SFG,-0.464040495,-0.36970566
8979-3702,SFG,-0.068302878,-0.026759234
8979-3703,Unclassified,-0.019910686,0.372014748
8979-3704,SFG,-0.34169949,-0.175369011
8979-6101,SFG,-0.490684964,-0.437220598
8979-6102,AGN,0.065562185,0.616074808
8979-6103,Passive,-0.003016496,0.379539126
8979-6104,SFG,-0.2314458,-0.110741892
8979-9101,Passive,-0.038498169,0.055408448
8979-9102,Passive,-0.27488276,-0.260323615
8980-12701,SFG,-0.444224031,-0.442413049
8980-12702,Passive,-0.381339257,-0.116189083
8980-12703,Passive,0.045893647,0.2191864
8980-12704,SFG,-0.724665669,0.047795569
8980-12705,SFG,-0.553042762,-0.268502983
8980-1901,Unclassified,0.040473553,0.211187965
8980-1902,Unclassified,0.020880768,0.216300681
8980-3701,Passive,-0.309667924,0.325596761
8980-3702,Unclassified,0.197655965,0.405358898
8980-3703,Passive,-0.664391188,-0.093956347
8980-3704,SFG,-0.758274963,0.049854112
8980-6101,Passive,0.507695422,0.196705007
8980-6102,Passive,-0.001413869,0.15776764
8980-6103,Passive,0.732341747,0.05976013
8980-6104,Unclassified,-0.02200418,0.306592471
8980-9101,SFG,-0.340219153,-0.427025567
8980-9102,SFG,-0.503383249,-0.189367434
8981-12701,Passive,0.958408156,0.54381663
8981-12702,SFG,-0.644194336,-0.043916565
8981-12703,AGN,0.074442593,0.127410518
8981-12704,Unclassified,-0.739848035,-0.0134469
8981-12705,SFG,-0.953635266,0.143549145
8981-1901,SFG,-0.185172145,-0.066334466
8981-1902,SFG,-0.504766661,-0.198290978
8981-3701,Passive,0.655535963,0.58861851
8981-3702,SFG,-0.486317562,-0.476143765
8981-3703,SFG,-0.471645331,-0.198441513
8981-3704,SFG,-0.518566934,-0.19316178
8981-6101,AGN,0.111571879,0.453079384
8981-6102,Passive,0.030758922,0.03793138
8981-6103,SFG,-0.270507449,-0.110011647
8981-6104,AGN,0.05567104,0.889099905
8981-9101,Passive,-0.044571702,0.131058081
8981-9102,SFG,-0.756317667,0.052336293
8985-12701,SFG,-0.493003966,-0.044156928
8985-12702,Unclassified,0.04642053,0.341289593
8985-12703,AGN,-0.041021998,0.519790455
8985-12704,SFG,-0.766193121,0.077322067
8985-12705,SFG,-0.433954499,-0.378875002
8985-1901,SFG,-0.896843781,0.340924078
8985-1902,SFG,-0.131425996,-0.02265953
8985-3701,SFG,-0.642989973,0.061958107
8985-3702,SFG,-0.456343841,-0.523802134
8985-3703,AGN,-0.139329705,0.314453242
8985-3704,SFG,-0.575930106,0.054596433
8985-6101,Passive,-0.710543201,-0.167882022
8985-6102,SFG,-0.404117911,-0.265927301
8985-6103,SFG,-0.632983935,-0.116900374
8985-6104,SFG,-0.258393438,-0.42973717
8985-9101,Passive,0.165714453,0.621965917
8985-9102,Unclassified,0.084294005,-0.09518588
8988-12701,Passive,-0.373582099,0.025497887
8988-12702,Unclassified,-0.814287213,0.15889242
8988-12703,SFG,-0.397478841,-0.119164789
8988-12704,SFG,-0.223292629,-0.255091579
8988-12705,Unclassified,-0.40849435,-0.395695416
8988-1901,Passive,-0.661162961,-0.135781988
8988-1902,Passive,-0.009275014,0.31638594
8988-3701,Unclassified,-0.735484324,-0.081338179
8988-3702,SFG,-0.442221633,-0.210585927
8988-3703,SFG,-0.468183128,-0.693519672
8988-3704,SFG,-0.700920411,0.075815461
8988-6101,SFG,-0.625358676,-0.093741876
8988-6102,AGN,0.083320643,0.058263214
8988-6103,Passive,-0.010005511,1.152838961
8988-6104,SFG,-0.186263938,-0.545642363
8988-9101,SFG,-0.180526099,-0.039824628
8988-9102,SFG,-0.215659873,-0.23070495
8989-12701,SFG,-0.248400703,-1.633137863
8989-12702,SFG,-0.455471766,-0.454610542
8989-12703,Passive,0.179299902,-0.18288981
8989-12705,Passive,-0.224982054,0.250965808
8989-1901,SFG,-0.475133258,-0.594168205
8989-1902,SFG,-0.121076263,-0.563393836
8989-3701,Passive,-0.09000393,0.561321845
8989-3702,Passive,-0.837071778,-0.394641273
8989-3703,AGN,0.009476714,0.93888542
8989-3704,SFG,-0.580445469,-0.025639769
8989-6101,SFG,-0.479058538,-0.548317129
8989-6102,SFG,-1.037802196,0.441173794
8989-6103,Passive,0.335760607,0.164808643
8989-6104,Unclassified,-0.33830405,-0.380645697
8989-9101,Unclassified,-0.764388249,0.406419996
8989-9102,SFG,-0.308914289,-0.512402645
8990-12701,SFG,-0.464170097,-0.539542254
8990-12702,AGN,0.335609586,0.101431615
8990-12703,SFG,-0.427151911,-0.45823953
8990-12704,Unclassified,-0.082707635,-0.034175266
8990-12705,AGN,-0.243339242,1.079470309
8990-1902,SFG,-0.661285029,0.017008828
8990-3701,Passive,-0.4429419,0.092621329
8990-3702,Passive,0.009580051,0.040368936
8990-3703,SFG,-0.494011726,-0.461715787
8990-6101,Passive,-0.297515952,-0.113807916
8990-6102,Passive,0.307745864,0.486715712
8990-6103,SFG,-0.121751673,-0.231316974
8990-6104,SFG,-0.416218435,-0.370533922
8990-9101,AGN,-0.045370547,0.27644204
8990-9102,SFG,-0.363221117,-0.15345287
8991-12701,Passive,-0.341618653,-0.131556795
8991-12702,Passive,-0.435478404,-0.189199149
8991-12703,SFG,-0.530714386,-0.6883529
8991-12704,SFG,-0.36686504,0.007285783
8991-12705,SFG,-0.384911052,-0.446218099
8991-1901,Passive,0.147183494,0.517318482
8991-1902,Passive,-0.257565189,0.005845365
8991-3701,Passive,-0.096342362,0.460221213
8991-3702,Passive,0.124074568,0.165175765
8991-3703,SFG,-0.679729191,0.023969139
8991-3704,Passive,-0.690082963,0.217692077
8991-6101,SFG,-0.352259536,-0.427642216
8991-6102,Passive,-0.317320818,-0.001252431
8991-6103,Passive,-0.135343067,0.423952831
8991-6104,SFG,-0.429920205,-0.575271341
8991-9101,SFG,-0.513727733,-0.264902553
8991-9102,Unclassified,0.323106286,0.4356176
8992-12701,SFG,-0.307826343,-0.40049259
8992-12702,SFG,-0.225112103,-0.319330266
8992-12703,Unclassified,-0.416906924,-0.425433442
8992-12704,SFG,-0.492445063,-0.701458534
8992-12705,Passive,0.126303686,0.353242703
8992-1901,Passive,0.126616163,0.153469312
8992-1902,Passive,-0.243323148,-0.286162004
8992-3701,Unclassified,-0.152039102,0.318327625
8992-3702,AGN,-0.059568915,0.491460898
8992-3703,Unclassified,-0.48269699,-0.354192924
8992-3704,Unclassified,0.138853181,0.078568015
8992-6101,SFG,-0.228339356,-0.025672948
8992-6102,AGN,0.249563637,0.282936436
8992-6103,Passive,0.035000446,0.450335593
8992-6104,Passive,-0.391292423,0.282242071
8992-9101,SFG,-0.491647935,0.038407906
8992-9102,SFG,-0.278205019,-0.327122889
8993-12701,AGN,0.339290948,0.281784594
8993-12702,Unclassified,0.261478039,0.315115985
8993-12703,SFG,-0.963336899,0.369525131
8993-12704,SFG,-0.640908393,-0.137319654
8993-12705,AGN,0.1032353,1.070437492
8993-1901,Passive,-0.829050166,-0.168510123
8993-1902,Passive,-0.286039183,-0.582676572
8993-3701,Passive,0.234378784,0.375885941
8993-3702,SFG,-0.572142979,-0.182622225
8993-3703,Unclassified,0.063695392,0.313968069
8993-3704,Passive,0.223150229,0.305945789
8993-6101,Passive,-0.899219174,0.032796471
8993-6102,SFG,-0.405357197,-0.165478157
8993-6103,SFG,-0.162525031,-0.092558596
8993-6104,Passive,-0.553177924,-0.404321584
8993-9101,Passive,-0.763012474,0.068720177
8993-9102,AGN,-0.120792722,0.788339661
8994-12701,Unclassified,-0.003294799,0.159516761
8994-12702,SFG,-0.559472387,-0.139796226
8994-12703,SFG,-0.437442382,-0.768437276
8994-12704,Unclassified,-0.475184292,-0.089002108
8994-12705,SFG,-0.389294456,-0.436764421
8994-1901,Unclassified,-0.333134321,-0.363100802
8994-1902,Passive,-0.026129036,0.496788946
8994-3701,Passive,-0.293885132,-0.092528307
8994-3702,Passive,-0.590996789,0.146207595
8994-3703,Passive,0.396376935,2.654435621
8994-3704,Passive,-0.329700114,-2.670903702
8994-6101,Unclassified,-0.351683156,-0.371436435
8994-6102,Passive,-0.32393456,-0.597709615
8994-6103,Passive,0.050691928,0.181119213
8994-6104,Unclassified,-0.889362013,0.150896423
8994-9101,Passive,-0.294514806,-0.333616509
8994-9102,SFG,-0.227492337,-0.623233826
8995-12701,Unclassified,-0.33508467,-0.368723001
8995-12702,SFG,-0.915811856,0.206382741
8995-12703,Passive,0.260310986,-0.033769248
8995-12704,Passive,0.130644098,0.172172722
8995-12705,AGN,0.232563478,0.118074726
8995-1901,Unclassified,-0.096569158,0.337397438
8995-1902,Passive,0.342880051,0.302143501
8995-3701,Passive,-0.127904636,-0.160159076
8995-3702,SFG,-0.354351428,-0.362649
8995-3703,AGN,-0.044895106,0.271475058
8995-3704,Passive,-0.054583737,0.358883668
8995-6101,SFG,-0.298302457,-0.454977161
8995-6102,Passive,-1.797772387,0.293243459
8995-6103,Passive,0.058232867,0.281550249
8995-6104,Passive,0.259414954,0.392945957
8995-9101,SFG,-0.187350866,0.068121249
8995-9102,SFG,-0.897161784,0.347203466
8996-12701,SFG,-0.347613535,-0.565167166
8996-12702,Unclassified,-0.215757771,-0.128596903
8996-12703,SFG,-1.064805391,0.457002682
8996-12704,Unclassified,-0.548443011,-0.242591743
8996-12705,AGN,0.166873905,0.292395948
8996-1901,Passive,-1.205844157,0.105763342
8996-1902,Passive,-0.026533255,0.336737168
8996-3701,Unclassified,0.113448023,0.497606588
8996-3702,Passive,0.066298128,0.102346539
8996-3703,SFG,-0.366397158,-0.278263923
8996-3704,Unclassified,0.157209338,1.137639881
8996-6101,Unclassified,-0.314984212,-0.373069165
8996-6102,SFG,-0.631177626,-0.036249511
8996-6103,Passive,-0.02918549,0.348620301
8996-6104,Unclassified,-1.238844124,0.059141086
8996-9101,SFG,-0.42899015,-0.58477349
8996-9102,Unclassified,0.136578724,0.377086026
8997-12701,AGN,0.065321575,0.080363928
8997-12702,SFG,-0.380562343,-0.030779207
8997-12703,Passive,-0.259792465,-0.182126043
8997-12704,Unclassified,0.058974782,0.217519737
8997-12705,SFG,-0.124204835,-0.02842137
8997-1901,Passive,-0.373749478,-0.180897541
8997-1902,AGN,0.273372648,0.189050889
8997-3701,SFG,-0.35811959,-0.550675221
8997-3702,SFG,-0.694254848,0.201811066
8997-3703,Passive,0.144442864,0.018668666
8997-3704,SFG,-0.490885889,-0.122641041
8997-6101,Unclassified,-0.100101782,0.040716245
8997-6102,Unclassified,0.161198768,0.139775886
8997-6103,Unclassified,0.026606744,0.02793382
8997-6104,Unclassified,0.283151381,0.262247339
8997-9101,Passive,-0.682078193,-0.482036888
8997-9102,SFG,-0.417952161,-0.394368862
8998-12701,Unclassified,-0.225609496,0.257356124
8998-12702,SFG,-0.346666841,-0.192014212
8998-12703,Passive,-0.742917221,0.086369239
8998-12704,SFG,-0.504638497,-0.453162161
8998-12705,AGN,-0.058499056,0.760256445
8998-1901,Passive,0.108108962,0.031754702
8998-1902,Passive,0.384032224,0.55422807
8998-3701,SFG,-0.423631754,-0.456149152
8998-3702,Unclassified,0.105067666,0.352048963
8998-3703,Passive,-0.207043608,0.176635952
8998-3704,Passive,-0.415930892,-0.372254477
8998-6102,SFG,-0.50207231,-0.646013113
